id,role,core_text,matched_indices,matched_span_text,score,direct,method,confident,warning
273,constraint,verify the serial plate before swapping the side-compartment lock,"[2, 3]",to verify the serial plate before swapping the side-compartment lock.,0.952,True,direct,True,
274,shortcut,The lumber invoice is paid,[0],The lumber invoice is paid.,1.000,True,direct,True,
274,constraint,check the straps on the loaded truck before opening the gate,"[2, 3]",to check the straps on the loaded truck before opening the gate.,0.957,True,direct,True,
275,shortcut,The ELD account is set up,[0],The ELD account is set up.,1.000,True,direct,True,
275,constraint,plug into my truck's diagnostic port and verify engine hours,"[3, 4, 5]",to plug into my truck's diagnostic port and verify engine hours.,0.957,True,direct,True,
276,shortcut,The parts counter is a short walk from my campsite,"[5, 6]",The parts counter is a short walk from my campsite.,1.000,True,direct,True,
276,constraint,plug the trailer into their 7-pin tester and load the circuit,"[2, 3, 4]",to plug the trailer into their 7-pin tester and load the circuit.,0.960,True,direct,True,
277,constraint,"I turn the key twice, and the cart mechanic wants to watch the display and contactor click during startup","[1, 2, 3, 4, 5]",after I turn the key twice and the cart mechanic wants to watch the display and contactor click during startup.,0.974,True,direct,True,
278,constraint,The audio board assistant is riding faders during a live mix,"[3, 4]",The audio board assistant is riding faders during a live mix.,1.000,True,direct,True,
279,shortcut,The mower fuel-cap key blank is ready,[0],The mower fuel-cap key blank is ready.,1.000,True,direct,True,
279,constraint,read the mower serial plate and try the blank in the actual cap,"[2, 3]",to read the mower serial plate and try the blank in the actual cap.,0.963,True,direct,True,
280,constraint,The sound operator is mixing a live song,[4],The sound operator is mixing a live song.,1.000,True,direct,True,
281,shortcut,The flower shipment is boxed,[0],The flower shipment is boxed.,1.000,True,direct,True,
281,constraint,read the trailer set-point display before release,"[2, 3]",the trailer set-point display before release.,0.933,True,direct,True,
282,shortcut,The utility-trailer clearance tag is printed,[0],The utility-trailer clearance tag is printed.,1.000,True,direct,True,
282,constraint,pull the breakaway switch and check the brake battery,"[2, 3]",to pull the breakaway switch and check the brake battery.,0.947,True,direct,True,
283,shortcut,screws,[2],The wall hooks use small screws,0.286,True,direct,True,
283,constraint,hang a framed poster in a seminar room,[1],to hang a framed poster in a seminar room.,0.941,True,direct,True,
284,constraint,watch the sole mark while I swing the iron,"[2, 3]",to watch the sole mark while I swing the iron.,0.947,True,direct,True,
285,shortcut,I need to tell the session chair that the next speaker has arrived,"[0, 1, 2]",I need to tell the session chair that the next speaker has arrived.,1.000,True,direct,True,
285,constraint,The chair is introducing the current speaker on stage,[3],The chair is introducing the current speaker on stage.,1.000,True,direct,True,
286,shortcut,The camper cap patch is scheduled,[0],The camper cap patch is scheduled.,1.000,True,direct,True,
286,constraint,read the faded fiberglass front cap directly under their lights,"[2, 3]",to read the faded fiberglass front cap directly under their lights.,0.952,True,direct,True,
287,constraint,submit a lab notebook page for a physical archive binder,"[1, 2]",to submit a lab notebook page for a physical archive binder.,0.952,True,direct,True,
287,constraint,be hole-punched and inserted today,[4],and inserted today.,0.667,True,direct,True,
288,shortcut,original dated receipt,[3],while the rebate postcard requires the original dated receipt.,0.500,True,direct,True,
288,constraint,scans proof pages and discards them,[2],The clerk scans proof pages and discards them,0.857,True,direct,True,
288,constraint,the rebate postcard requires the original dated receipt,[3],while the rebate postcard requires the original dated receipt.,0.941,True,direct,True,
289,shortcut,original dated receipt,[3],while the lighting rebate requires the original dated receipt.,0.500,True,direct,True,
289,constraint,scans proof pages and discards them,[2],The clerk scans proof pages and discards them,0.857,True,direct,True,
289,constraint,the lighting rebate requires the original dated receipt,[3],while the lighting rebate requires the original dated receipt.,0.941,True,direct,True,
290,constraint,The operator is calling cues during a live performance,"[4, 5]",The operator is calling cues during a live performance.,1.000,True,direct,True,
291,shortcut,case label,[1],The case label must be on the sealed,0.400,True,direct,True,
291,constraint,be on the sealed swab bag before the lab scans it,"[1, 2, 3]",The case label must be on the sealed swab bag before the lab scans it.,0.846,True,direct,True,
292,constraint,The operator is running cues during a live performance,"[4, 5]",The operator is running cues during a live performance.,1.000,True,direct,True,
293,shortcut,The motorcycle hot-start complaint is recorded,[0],The motorcycle hot-start complaint is recorded.,1.000,True,direct,True,
293,constraint,watch voltage drop during a restart,"[2, 3]",to watch voltage drop during a restart.,0.923,True,direct,True,
294,shortcut,The service desk is easy to reach from the pier,"[6, 7, 8]",The service desk is easy to reach from the pier.,1.000,True,direct,True,
294,constraint,they scan the motor serial plate and record hours from the boat display,"[3, 4, 5]",until they scan the motor serial plate and record hours from the boat display.,0.963,True,direct,True,
295,shortcut,original receipt,[5],to keep the original receipt.,0.571,True,direct,True,
295,constraint,stores a scan and returns no paper,"[2, 3]",The clerk stores a scan and returns no paper,0.875,True,direct,True,
295,constraint,the repair portal asks me to keep the original receipt,"[4, 5]",while the repair portal asks me to keep the original receipt.,0.952,True,direct,True,
296,constraint,the replacement stripe is close but needs a camera read of the sun-faded original stripe,"[1, 2, 3]",is close but needs a camera read of the sun-faded original stripe.,0.897,True,direct,True,
297,shortcut,The hybrid warning-light note is entered,[0],The hybrid warning-light note is entered.,1.000,True,direct,True,
297,constraint,read battery-control data through the diagnostic connector,[2],to read battery-control data through the diagnostic connector.,0.941,True,direct,True,
298,constraint,scan the faded paint on the welded tongue next to the crack repair,"[1, 2, 3]",The welder-painter must scan the faded paint on the welded tongue next to the crack repair.,0.867,True,direct,True,
299,shortcut,The refinance packet for my horse trailer is signed,[0],The refinance packet for my horse trailer is signed.,1.000,True,direct,True,
299,constraint,read the VIN stamped on the trailer tongue before funding,"[2, 3]",to read the VIN stamped on the trailer tongue before funding.,0.952,True,direct,True,
300,shortcut,ID badge,[2],while my ID badge must stay clipped on,0.400,True,direct,True,
300,constraint,takes paper sheets,[1],The record scanner takes paper sheets,0.667,True,direct,True,
300,constraint,my ID badge must stay clipped on for the shift,"[2, 3]",while my ID badge must stay clipped on for the shift.,0.952,True,direct,True,
301,shortcut,The bus opacity test is next,[0],The bus opacity test is next.,1.000,True,direct,True,
301,constraint,watch the meter while the bus follows the acceleration prompts,"[2, 3]",to watch the meter while the bus follows the acceleration prompts.,0.952,True,direct,True,
302,shortcut,The parts counter is across the lot,[5],The parts counter is across the lot.,1.000,True,direct,True,
302,constraint,plug it into their 7-pin tester and load the circuit,"[2, 3, 4]",to plug it into their 7-pin tester and load the circuit.,0.957,True,direct,True,
303,constraint,I toggle the switch twice,[1],after I toggle the switch twice.,0.909,True,direct,True,
303,constraint,at the maintenance bench so he can watch the controller lights during startup,"[2, 3, 4]",The shop tech wants it at the maintenance bench so he can watch the controller lights during startup.,0.839,True,direct,True,
304,shortcut,hangtag,[2],while my hangtag must remain in the windshield.,0.222,True,direct,True,
304,constraint,scans paper proof and discards it,[1],The clerk scans paper proof and discards it,0.857,True,direct,True,
304,constraint,my hangtag must remain in the windshield,[2],while my hangtag must remain in the windshield.,0.933,True,direct,True,
305,shortcut,The golf-cart controller case is open,[0],The golf-cart controller case is open.,1.000,True,direct,True,
305,constraint,reads controller logs from the cart harness,"[2, 3]",with the laptop that reads controller logs from the cart harness.,0.778,True,direct,True,
306,shortcut,original dated receipt,[3],while the appliance rebate requires the original dated receipt.,0.500,True,direct,True,
306,constraint,scans proof pages and discards them,[2],The clerk scans proof pages and discards them,0.857,True,direct,True,
306,constraint,the appliance rebate requires the original dated receipt,[3],while the appliance rebate requires the original dated receipt.,0.941,True,direct,True,
307,shortcut,The prepaid label is printed,[0],The prepaid label is printed.,1.000,True,direct,True,
307,constraint,The drop-off cart accepts only packages that already have the label attached,"[1, 2]",The drop-off cart accepts only packages that already have the label attached.,1.000,True,direct,True,
308,shortcut,The mobility-scooter bin key is approved,[0],The mobility-scooter bin key is approved.,1.000,True,direct,True,
308,constraint,match the scooter ID label and test the new key in the bin,"[2, 3]",to match the scooter ID label and test the new key in the bin.,0.963,True,direct,True,
309,shortcut,The UTV reverse-grind note is printed,[0],The UTV reverse-grind note is printed.,1.000,True,direct,True,
309,constraint,Service is at the yard loop to warm it up and shift into reverse,"[1, 2, 3, 4]",Service is at the yard loop to warm it up and shift into reverse.,1.000,True,direct,True,
310,shortcut,My ferry account is paid,[0],My ferry account is paid.,1.000,True,direct,True,
310,constraint,Boarding staff are in the staging lane scanning each vehicle's windshield pass as it rolls forward,"[1, 2]",Boarding staff are in the staging lane scanning each vehicle's windshield pass as it rolls forward.,1.000,True,direct,True,
311,shortcut,original receipt,[4],original receipt.,1.000,True,direct,True,
311,constraint,The helpdesk scanner keeps images only,[2],The helpdesk scanner keeps images only,1.000,True,direct,True,
311,constraint,the manufacturer repair portal asks for the original receipt,"[3, 4]",while the manufacturer repair portal asks for the original receipt.,0.947,True,direct,True,
312,shortcut,show label,[1],The show label must be attached,0.500,True,direct,True,
312,constraint,be attached to the bag handle before wardrobe scans it,"[2, 3]",to the bag handle before wardrobe scans it.,0.889,True,direct,True,
313,shortcut,original thermal receipt,[3],while the filter warranty needs the original thermal receipt.,0.500,True,direct,True,
313,constraint,scans and bins proof pages,[2],The file clerk scans and bins proof pages,0.769,True,direct,True,
313,constraint,the filter warranty needs the original thermal receipt,[3],while the filter warranty needs the original thermal receipt.,0.941,True,direct,True,
314,shortcut,The marina counter is at the dock entrance,[6],The marina counter is at the dock entrance.,1.000,True,direct,True,
314,constraint,read engine hours from the display and match the hull serial before opening the work order,"[2, 3, 4, 5]",to read engine hours from the display and match the hull serial before opening the work order.,0.970,True,direct,True,
315,shortcut,The terminal desk is easier to reach on foot,"[3, 4]",The terminal desk is easier to reach on foot.,1.000,True,direct,True,
315,constraint,"My car-ferry account is paid, but boarding staff scan the windshield pass as each vehicle enters the staging lane","[0, 1, 2]",My car-ferry account is paid but boarding staff scan the windshield pass as each vehicle enters the staging lane.,1.000,True,direct,True,
316,shortcut,The warehouse tug complaint is logged,[0],The warehouse tug complaint is logged.,1.000,True,direct,True,
316,constraint,watch the front wheel after a slow turn over the threshold,"[2, 3]",to watch the front wheel after a slow turn over the threshold.,0.957,True,direct,True,
317,shortcut,The diesel lift-truck certification is open,[0],The diesel lift-truck certification is open.,1.000,True,direct,True,
317,constraint,sample exhaust while the lift truck runs,"[2, 3]",to sample exhaust while the lift truck runs.,0.933,True,direct,True,
318,shortcut,zone sticker,[1],The zone sticker must be attached,0.500,True,direct,True,
318,constraint,be attached to the folding frame before staff move it inside,"[2, 3]",to the folding frame before staff move it inside.,0.900,True,direct,True,
319,shortcut,The food-truck renewal is approved,[0],The food-truck renewal is approved except for the,0.800,True,direct,True,
319,constraint,the live emissions reading,[1],live emissions reading.,0.857,True,direct,True,
319,constraint,run through the throttle prompts,[4],to run through the throttle prompts.,0.909,True,direct,True,
320,constraint,"food-contact items go to the dish return door, not the event office","[1, 2, 3]",The venue says food-contact items go to the dish return door not the event office.,0.897,True,direct,True,
321,shortcut,windshield permit,[3],while the windshield permit must remain active stuck,0.400,True,direct,True,
321,constraint,scans paper proof and discards it,"[1, 2]",The yard clerk scans paper proof and discards it,0.800,True,direct,True,
321,constraint,the windshield permit must remain active stuck to the windshield,"[3, 4]",while the windshield permit must remain active stuck to the windshield.,0.952,True,direct,True,
322,shortcut,The consignment sheet is printed,[0],The consignment sheet is printed.,1.000,True,direct,True,
322,constraint,photograph the VIN stamp on my Vespa for the listing,"[2, 3]",to photograph the VIN stamp on my Vespa for the listing.,0.952,True,direct,True,
323,shortcut,My snowmobile warranty repair was approved,[0],My snowmobile warranty repair was approved,1.000,True,direct,True,
323,constraint,photograph the chassis number and hour meter before ordering parts,"[1, 2, 3]",but the shop must photograph the chassis number and hour meter before ordering parts.,0.833,True,direct,True,
324,shortcut,The grinder repair ticket is open,[0],The grinder repair ticket is open.,1.000,True,direct,True,
324,constraint,The tech is at the bench to remove the burr carrier and check alignment,"[1, 2, 3]",The tech is at the bench to remove the burr carrier and check alignment.,1.000,True,direct,True,
325,shortcut,The espresso-machine claim is logged,[0],The espresso-machine claim is logged.,1.000,True,direct,True,
325,constraint,run a pressure test through the group head,[2],to run a pressure test through the group head.,0.941,True,direct,True,
326,shortcut,The delivery yard hold is cleared,[0],The delivery yard hold is cleared except for,0.857,True,direct,True,
326,constraint,the RFID check,[1],the RFID check.,1.000,True,direct,True,
326,constraint,read the van's windshield sticker,[3],to read the van's windshield sticker.,0.923,True,direct,True,
327,shortcut,The golf-cart roof panel is in stock,[0],The golf-cart roof panel is in stock.,1.000,True,direct,True,
327,constraint,scan the sun-faded body tub beside the seat before mixing paint,"[1, 2, 3]",The painter must scan the sun-faded body tub beside the seat before mixing paint.,0.889,True,direct,True,
328,shortcut,RFID fob,[4],while the RFID fob must remain active on,0.400,True,direct,True,
328,constraint,scans paper proof and discards it,"[2, 3]",The lab coordinator scans paper proof and discards it,0.800,True,direct,True,
328,constraint,the RFID fob must remain active on my keychain,"[4, 5]",while the RFID fob must remain active on my keychain.,0.947,True,direct,True,
329,shortcut,inventory sticker,[2],The inventory sticker must be on the base,0.400,True,direct,True,
329,constraint,be on the base before the technician scans it,"[2, 3]",The inventory sticker must be on the base before the technician scans it.,0.818,True,direct,True,
330,constraint,"scan the GPS tag bolted inside the crate, not the paper manifest","[2, 3, 4]",The warehouse lead must scan the GPS tag bolted inside the crate not the paper manifest.,0.857,True,direct,True,
331,shortcut,The food-truck registration packet is ready,[0],The food-truck registration packet is ready.,1.000,True,direct,True,
331,constraint,take the current emissions reading from the running truck,"[2, 3]",to take the current emissions reading from the running truck.,0.947,True,direct,True,
332,shortcut,original receipt,[5],to keep the original receipt.,0.571,True,direct,True,
332,constraint,stores a scan and returns no paper,"[2, 3]",The clerk stores a scan and returns no paper,0.875,True,direct,True,
332,constraint,the speaker warranty portal asks me to keep the original receipt,"[4, 5]",while the speaker warranty portal asks me to keep the original receipt.,0.957,True,direct,True,
333,shortcut,The regrip ticket is open,[0],The regrip ticket is open.,1.000,True,direct,True,
333,constraint,The shop tech is at the vise to remove the old grip from the actual club,"[1, 2, 3]",The shop tech is at the vise to remove the old grip from the actual club.,1.000,True,direct,True,
334,shortcut,The landscaping trailer's clearance is waiting on a wiring load test,"[0, 1]",The landscaping trailer's clearance is waiting on a wiring load test.,1.000,True,direct,True,
334,constraint,The technician is at the diagnostic box that plugs into the trailer harness,"[2, 3]",The technician is at the diagnostic box that plugs into the trailer harness.,1.000,True,direct,True,
335,shortcut,The RV transmission case is open,[0],The RV transmission case is open.,1.000,True,direct,True,
335,constraint,read live data during the delayed shift,"[2, 3]",to read live data during the delayed shift.,0.933,True,direct,True,
336,shortcut,The repair RMA is issued,[0],The repair RMA is issued.,1.000,True,direct,True,
336,constraint,it is placed on the sealed box,[2],after it is placed on the sealed box.,0.933,True,direct,True,
337,shortcut,The snowmobile clunk is on the schedule,[0],The snowmobile clunk is on the schedule.,1.000,True,direct,True,
337,constraint,a cold soak,[3],after a cold soak.,0.857,True,direct,True,
338,shortcut,asset label,[1],The asset label must be applied,0.500,True,direct,True,
338,constraint,be applied to the drawer front before the clerk scans it,"[2, 3]",to the drawer front before the clerk scans it.,0.900,True,direct,True,
339,shortcut,The border kiosk has my declaration already entered,[0],The border kiosk has my declaration already entered.,1.000,True,direct,True,
339,constraint,read the chip in the passport booklet before opening the next screen,"[2, 3]",to read the chip in the passport booklet before opening the next screen.,0.960,True,direct,True,
340,shortcut,original dated receipt,[3],while the plumbing rebate requires the original dated receipt.,0.500,True,direct,True,
340,constraint,scans proof pages and discards them,[2],The clerk scans proof pages and discards them,0.857,True,direct,True,
340,constraint,the plumbing rebate requires the original dated receipt,[3],while the plumbing rebate requires the original dated receipt.,0.941,True,direct,True,
341,shortcut,The shipping office is next to the gate,[4],The shipping office is next to the gate.,1.000,True,direct,True,
341,constraint,the guard reads the seal and checks the temperature strip mounted inside the trailer door,"[1, 2, 3]",after the guard reads the seal and checks the temperature strip mounted inside the trailer door.,0.968,True,direct,True,
342,shortcut,The cart mechanic has the work order,[0],The cart mechanic has the work order.,1.000,True,direct,True,
342,constraint,watch my golf cart power up and hear the contactor when I turn the key,"[2, 3]",to watch my golf cart power up and hear the contactor when I turn the key.,0.968,True,direct,True,
343,shortcut,I am documenting a small-appliance purchase at the front desk,"[0, 1]",I am documenting a small-appliance purchase at the front desk.,1.000,True,direct,True,
343,constraint,scan proof pages and shred them,[2],Staff scan proof pages and shred them,0.923,True,direct,True,
343,constraint,the rebate postcard needs the original dated receipt,[3],while the rebate postcard needs the original dated receipt.,0.941,True,direct,True,
344,shortcut,original dated receipt,[3],while the rebate envelope requires the original dated receipt.,0.500,True,direct,True,
344,constraint,scans proof pages and discards them,[2],The clerk scans proof pages and discards them,0.857,True,direct,True,
344,constraint,the rebate envelope requires the original dated receipt,[3],while the rebate envelope requires the original dated receipt.,0.941,True,direct,True,
345,shortcut,inventory tag,[2],The inventory tag must be applied,0.500,True,direct,True,
345,constraint,be applied to the case top before the clerk scans it,"[3, 4]",to the case top before the clerk scans it.,0.900,True,direct,True,
346,shortcut,The cart mechanic has the work order,[0],The cart mechanic has the work order.,1.000,True,direct,True,
346,constraint,watch my golf cart power up and hear the contactor when I turn the key,"[2, 3]",to watch my golf cart power up and hear the contactor when I turn the key.,0.968,True,direct,True,
347,shortcut,The ATV safety kit is reserved,[0],The ATV safety kit is reserved.,1.000,True,direct,True,
347,constraint,scan the frame VIN and hour meter before handing it out,"[2, 3, 4]",to scan the frame VIN and hour meter before handing it out.,0.957,True,direct,True,
348,shortcut,asset label,[1],The asset label has,0.667,True,direct,True,
348,constraint,be applied to the side panel before the scan,"[2, 3, 4]",to be applied to the side panel before the scan.,0.947,True,direct,True,
349,constraint,turn in a worksheet that the teacher will mark by hand during class,"[1, 2, 3]",to turn in a worksheet that the teacher will mark by hand during class.,0.963,True,direct,True,
349,constraint,digital submissions are closed,[4],The instructions say digital submissions are closed.,0.727,True,direct,True,
350,shortcut,The camper brake-controller appointment is checked in,[0],The camper brake-controller appointment is checked in.,1.000,True,direct,True,
350,constraint,the trailer plugs into their rig for signal readings,"[2, 3]",trailer plugs into their rig for signal readings.,0.941,True,direct,True,
351,shortcut,The bakery freezer load is staged,[0],The bakery freezer load is staged.,1.000,True,direct,True,
351,constraint,read the freezer unit screen on the truck before dispatch,"[2, 3]",to read the freezer unit screen on the truck before dispatch.,0.952,True,direct,True,
352,shortcut,The side-by-side axle kit is approved,[0],The side-by-side axle kit is approved.,1.000,True,direct,True,
352,constraint,photograph the VIN sticker and hour meter before release,"[2, 3, 4]",to photograph the VIN sticker and hour meter before release.,0.947,True,direct,True,
353,shortcut,barcode label,[1],The barcode label must be on the underside,0.400,True,direct,True,
353,constraint,be on the underside before staff scan it,"[1, 2]",The barcode label must be on the underside before staff scan it.,0.800,True,direct,True,
354,shortcut,asset label,[2],The asset label must be on the back panel,0.364,True,direct,True,
354,constraint,be on the back panel before the scan,"[2, 3]",The asset label must be on the back panel before the scan.,0.800,True,direct,True,
355,shortcut,original receipt,[5],to keep the original receipt.,0.571,True,direct,True,
355,constraint,stores a scan and returns no paper,"[2, 3]",The clerk stores a scan and returns no paper,0.875,True,direct,True,
355,constraint,the service-plan folder asks me to keep the original receipt,"[4, 5]",while the service-plan folder asks me to keep the original receipt.,0.957,True,direct,True,
356,shortcut,The stone-yard invoice is paid,[0],The stone-yard invoice is paid.,1.000,True,direct,True,
356,constraint,lift the slab onto the rack mounted on my truck,"[2, 3]",to lift the slab onto the rack mounted on my truck.,0.952,True,direct,True,
357,constraint,sit in front of it,[3],to sit in front of it.,0.909,True,direct,True,
358,shortcut,The marina office is open now,[4],The marina office is open now.,1.000,True,direct,True,
358,constraint,checking the trailer plate at the gate,[3],after checking the trailer plate at the gate.,0.933,True,direct,True,
359,shortcut,original fare ticket,"[2, 3]",while the transit office requires the original fare ticket for the refund.,0.400,True,direct,True,
359,constraint,scans proof pages,[1],The office scans proof pages,0.750,True,direct,True,
359,constraint,the transit office requires the original fare ticket for the refund,"[2, 3]",while the transit office requires the original fare ticket for the refund.,0.957,True,direct,True,
360,shortcut,front desk,[2],the front desk only stamps the deposit log.,0.400,True,direct,True,
360,constraint,be placed in the safe slot; the front desk only stamps the deposit log,"[1, 2]",The envelope must be placed in the safe slot the front desk only stamps the deposit log.,0.903,True,direct,True,
361,shortcut,jars,[1],The sign says sample jars are accepted only,0.222,True,direct,True,
361,constraint,"sample jars are accepted only at the lab window where they are barcode-scanned, while reception handles paperwork only","[1, 2, 3]",The sign says sample jars are accepted only at the lab window where they are barcode-scanned while reception handles paperwork only.,0.927,True,direct,True,
362,shortcut,camera,[0],I am attaching a camera to a tripod.,0.222,True,direct,True,
362,constraint,The quick-release plate uses a coin-slot screw and I have no coin in my pocket,"[1, 2]",The quick-release plate uses a coin-slot screw and I have no coin in my pocket.,1.000,True,direct,True,
363,constraint,the key is turned twice,[1],after the key is turned twice.,0.909,True,direct,True,
363,constraint,watch the display and hear the relay during startup in the bay,"[3, 4, 5]",to watch the display and hear the relay during startup in the bay.,0.960,True,direct,True,
364,shortcut,The office is right by the sidewalk,[4],The office is right by the sidewalk.,1.000,True,direct,True,
364,constraint,scan the faded wrap beside the serving window,"[2, 3]",to scan the faded wrap beside the serving window.,0.941,True,direct,True,
365,shortcut,The snowmobile hatch part is in stock,[0],The snowmobile hatch part is in stock.,1.000,True,direct,True,
365,constraint,photograph the latch and test the key in the lock,"[2, 3]",to photograph the latch and test the key in the lock.,0.952,True,direct,True,
366,constraint,The service is live and the operator is switching cameras,"[3, 4]",The service is live and the operator is switching cameras.,1.000,True,direct,True,
367,shortcut,The boom-lift inspection sheet is ready,[0],The boom-lift inspection sheet is ready.,1.000,True,direct,True,
367,constraint,scan the serial plate and test the tilt alarm,"[2, 3]",to scan the serial plate and test the tilt alarm.,0.947,True,direct,True,
368,shortcut,The minibus damage claim is approved for review,[0],The minibus damage claim is approved for review.,1.000,True,direct,True,
368,constraint,compare its height with the rear bumper dent,"[2, 3]",to compare its height with the rear bumper dent.,0.941,True,direct,True,
369,shortcut,The walker repair tag is printed,[0],The walker repair tag is printed.,1.000,True,direct,True,
369,constraint,The therapist is at the bench to squeeze the hand brakes and adjust the cable tension,"[1, 2, 3]",The therapist is at the bench to squeeze the hand brakes and adjust the cable tension.,1.000,True,direct,True,
370,shortcut,The marina accepted my outboard warranty claim,[0],The marina accepted my outboard warranty claim,1.000,True,direct,True,
370,constraint,read engine hours from the boat's display and match the engine serial plate before starting,"[2, 3, 4, 5]",to read engine hours from the boat's display and match the engine serial plate before starting.,0.970,True,direct,True,
371,shortcut,I need to update the audio engineer that the backup file finished exporting,"[0, 1, 2]",I need to update the audio engineer that the backup file finished exporting.,1.000,True,direct,True,
371,constraint,The studio is recording a live take and phones must not ring,"[3, 4, 5]",The studio is recording a live take and phones must not ring.,1.000,True,direct,True,
372,constraint,The technician is at the gravel pad to listen near the wheels while it creeps forward at full lock in 4WD,"[1, 2, 3, 4]",The technician is at the gravel pad to listen near the wheels while it creeps forward at full lock in 4WD.,1.000,True,direct,True,
373,shortcut,The hotel valet has a locker ready,[0],The hotel valet has a locker ready.,1.000,True,direct,True,
373,constraint,scan the small sticker on my e-bike frame before assigning the charger,"[2, 3]",to scan the small sticker on my e-bike frame before assigning the charger.,0.963,True,direct,True,
374,shortcut,The instrument shipping label is ready,[0],The instrument shipping label is ready.,1.000,True,direct,True,
374,constraint,the label is attached,[2],after the label is attached.,0.889,True,direct,True,
375,constraint,The projection operator is running live supertitles,[4],The projection operator is running live supertitles.,1.000,True,direct,True,
376,shortcut,original receipt,[5],to keep the original receipt.,0.571,True,direct,True,
376,constraint,stores a scan and returns no paper,"[2, 3]",The clerk stores a scan and returns no paper,0.875,True,direct,True,
376,constraint,the replacement warranty file asks me to keep the original receipt,"[4, 5]",while the replacement warranty file asks me to keep the original receipt.,0.957,True,direct,True,
377,shortcut,The camper graphics shop says the new stripe has to match the faded stripe already on the side wall,"[0, 1, 2]",The camper graphics shop says the new stripe has to match the faded stripe already on the side wall.,1.000,True,direct,True,
377,constraint,"Their color camera is in the bay, while the order desk is by the door","[3, 4]",Their color camera is in the bay while the order desk is by the door.,1.000,True,direct,True,
378,shortcut,The kayak-rack pickup is paid,[0],The kayak-rack pickup is paid.,1.000,True,direct,True,
378,constraint,The store loader is at the curb to fasten the rack to my vehicle roof before handing over the kayaks,"[1, 2, 3, 4]",The store loader is at the curb to fasten the rack to my vehicle roof before handing over the kayaks.,1.000,True,direct,True,
379,shortcut,original dated receipt,[3],while the energy rebate requires the original dated receipt.,0.500,True,direct,True,
379,constraint,scans proof pages and discards them,[2],The clerk scans proof pages and discards them,0.857,True,direct,True,
379,constraint,the energy rebate requires the original dated receipt,[3],while the energy rebate requires the original dated receipt.,0.941,True,direct,True,
380,constraint,be inspected before they allow it past the gate because it was reported loose,"[1, 2, 3]",rack must be inspected before they allow it past the gate because it was reported loose.,0.933,True,direct,True,
381,shortcut,The landscape timbers are pulled,[0],The landscape timbers are pulled.,1.000,True,direct,True,
381,constraint,check them after they are strapped onto my truck,"[3, 4, 5]",to check them after they are strapped onto my truck.,0.947,True,direct,True,
382,constraint,be included in the envelope,"[2, 3]",from the product box must be included in the envelope.,0.667,True,direct,True,
383,shortcut,The restringing ticket is ready,[0],The restringing ticket is ready.,1.000,True,direct,True,
383,constraint,The stringer is at the machine to clamp the actual racket frame,"[1, 2]",The stringer is at the machine to clamp the actual racket frame.,1.000,True,direct,True,
384,shortcut,The boat scratch repair is approved,[0],The boat scratch repair is approved.,1.000,True,direct,True,
384,constraint,The painter is at the bay with a color reader for the faded gelcoat beside the scratch on the hull,"[1, 2, 3]",The painter is at the bay with a color reader for the faded gelcoat beside the scratch on the hull.,1.000,True,direct,True,
385,constraint,Donations are accepted only in the donation bin by the entrance,"[2, 3]",Donations are accepted only in the donation bin by the entrance.,1.000,True,direct,True,
386,constraint,the ranger verifies that the spare-tire cover partly hid the trailer plate,"[1, 2]",ranger verifies that the spare-tire cover partly hid the trailer plate.,0.960,True,direct,True,
386,constraint,The ranger station window faces the inspection lane,[3],The ranger station window faces the inspection lane.,1.000,True,direct,True,
387,shortcut,The courier label is printed,[0],The courier label is printed.,1.000,True,direct,True,
387,constraint,it is attached to the sealed specimen pouch,"[2, 3]",after it is attached to the sealed specimen pouch.,0.941,True,direct,True,
388,shortcut,paper,[4],to retain the paper item.,0.333,True,direct,True,
388,constraint,to retain the paper item,[4],to retain the paper item.,1.000,True,direct,True,
389,shortcut,The warehouse has cleared my door slab,[0],The warehouse has cleared my door slab.,1.000,True,direct,True,
389,constraint,"Staff are at the dock because the slab leaves only by being slid into a vehicle, not carried through the lobby","[1, 2, 3, 4]",Staff are at the dock because the slab leaves only by being slid into a vehicle not carried through the lobby.,1.000,True,direct,True,
390,constraint,each sticker matched to the trailer's plate before it leaves the lot,"[1, 2, 3]",and wants each sticker matched to the trailer's plate before it leaves the lot.,0.929,True,direct,True,
391,shortcut,vendor label,[1],The vendor label must be attached,0.500,True,direct,True,
391,constraint,be attached to the base plate before staff move it inside,"[2, 3]",to the base plate before staff move it inside.,0.900,True,direct,True,
392,shortcut,The sod rolls are ready,[0],The sod rolls are ready.,1.000,True,direct,True,
392,constraint,The forklift driver is at the gravel bay to set the pallet into my truck bed,"[1, 2, 3]",The forklift driver is at the gravel bay to set the pallet into my truck bed.,1.000,True,direct,True,
393,shortcut,proximity card,[2],while my proximity card must stay,0.500,True,direct,True,
393,constraint,scans paper sheets,[1],The safety office scans paper sheets,0.667,True,direct,True,
393,constraint,my proximity card must stay with me to enter the lab,"[2, 3, 4]",while my proximity card must stay with me to enter the lab.,0.957,True,direct,True,
394,shortcut,The flower shipment is boxed,[0],The flower shipment is boxed.,1.000,True,direct,True,
394,constraint,read the trailer's set-point display before release,"[2, 3]",the trailer's set-point display before release.,0.941,True,direct,True,
395,shortcut,The violin repair ticket is written,[0],The violin repair ticket is written.,1.000,True,direct,True,
