id	correct	distractor	decisive_tournament	similarity	question	correct_source	distractor_source
tennis_qa_0154	Adrian Quist	Jack Crawford	French Open	0.8581	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented Australia. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Adrian_Quist	https://en.wikipedia.org/wiki/Jack_Crawford_(tennis)
tennis_qa_0155	John Doeg	Ellsworth Vines	Wimbledon	0.8560	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the US Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/John_Doeg	https://en.wikipedia.org/wiki/Ellsworth_Vines
tennis_qa_0156	Li Na	Justine Henin	US Open	0.8213	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Li_Na	https://en.wikipedia.org/wiki/Justine_Henin
tennis_qa_0157	Flavia Pennetta	Francesca Schiavone	French Open	0.7921	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Both candidates represented Italy. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Flavia_Pennetta	https://en.wikipedia.org/wiki/Francesca_Schiavone
tennis_qa_0158	Pauline Betz	Louise Brough	Australian Open	0.8645	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the US Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Pauline_Betz	https://en.wikipedia.org/wiki/Louise_Brough
tennis_qa_0159	Kerry Reid	Evonne Goolagong Cawley	Wimbledon	0.8353	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented Australia. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Kerry_Melville	https://en.wikipedia.org/wiki/Evonne_Goolagong_Cawley
tennis_qa_0160	Maurice E. McLoughlin	André Gobert	French Open	0.8806	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Maurice_McLoughlin	https://en.wikipedia.org/wiki/André_Gobert
tennis_qa_0161	Michel Vacherot	James Cecil Parke	Australian Open	0.8555	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Marcel_Vacherot	https://en.wikipedia.org/wiki/James_Cecil_Parke
tennis_qa_0162	Bob Falkenburg	Vic Seixas	US Open	0.8290	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Wimbledon singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Bob_Falkenburg	https://en.wikipedia.org/wiki/Vic_Seixas
tennis_qa_0163	Vitas Gerulaitis	Jimmy Connors	Wimbledon	0.8777	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Vitas_Gerulaitis	https://en.wikipedia.org/wiki/Jimmy_Connors
tennis_qa_0164	Shirley Brasher	Mary Carter Reitano	Australian Open	0.8570	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Shirley_Brasher	https://en.wikipedia.org/wiki/Mary_Carter_Reitano
tennis_qa_0165	Lindsay Davenport	Monica Seles	French Open	0.8789	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Lindsay_Davenport	https://en.wikipedia.org/wiki/Monica_Seles
tennis_qa_0166	Aline Terry	Helen Wills	Wimbledon	0.8030	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the US Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Aline_Terry	https://en.wikipedia.org/wiki/Helen_Wills
tennis_qa_0167	Yvon Petra	René Lacoste	US Open	0.8996	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. Both candidates represented France. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Yvon_Petra	https://en.wikipedia.org/wiki/René_Lacoste
tennis_qa_0168	William Larned	Horace Rice	Australian Open	0.8981	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/William_Larned	https://en.wikipedia.org/wiki/Horace_Rice
tennis_qa_0169	Robert Lindley Murray	Bill Tilden	Wimbledon	0.8218	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the US Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Robert_Lindley_Murray	https://en.wikipedia.org/wiki/Bill_Tilden
tennis_qa_0170	Pancho Gonzales	Sven Davidson	French Open	0.8177	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Pancho_Gonzales	https://en.wikipedia.org/wiki/Sven_Davidson
tennis_qa_0171	Ana Ivanovic	Maria Sharapova	US Open	0.7856	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Ana_Ivanovic	https://en.wikipedia.org/wiki/Maria_Sharapova
tennis_qa_0172	Kathleen McKane Godfree	Dorothy Round	Australian Open	0.7788	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Wimbledon singles title. Both candidates represented United Kingdom. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Kathleen_McKane_Godfree	https://en.wikipedia.org/wiki/Dorothy_Round
tennis_qa_0173	Helen Houston Homans	May Sutton	Wimbledon	0.8235	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the US Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Helen_Homans	https://en.wikipedia.org/wiki/May_Sutton
tennis_qa_0174	Don McNeill	Don Budge	Australian Open	0.8718	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Don_McNeill_(tennis)	https://en.wikipedia.org/wiki/Don_Budge
tennis_qa_0175	Pete Sampras	Jim Courier	French Open	0.8924	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Pete_Sampras	https://en.wikipedia.org/wiki/Jim_Courier
tennis_qa_0176	Ken McGregor	Frank Sedgman	US Open	0.8631	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented Australia. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Ken_McGregor	https://en.wikipedia.org/wiki/Frank_Sedgman
tennis_qa_0177	Dinny Pails	Ted Schroeder	Wimbledon	0.8629	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Dinny_Pails	https://en.wikipedia.org/wiki/Ted_Schroeder
tennis_qa_0178	Tracy Austin	Chris Evert	French Open	0.7820	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the US Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Tracy_Austin	https://en.wikipedia.org/wiki/Chris_Evert
tennis_qa_0179	Chris O'Neil	Hana Mandlíková	US Open	0.8545	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented Australia. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Chris_O'Neil_(tennis)	https://en.wikipedia.org/wiki/Hana_Mandlíková
tennis_qa_0180	Stan Smith	Arthur Ashe	Australian Open	0.8868	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the US Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Stan_Smith	https://en.wikipedia.org/wiki/Arthur_Ashe
tennis_qa_0181	Sarah Palfrey Cooke	Helen Jacobs	Wimbledon	0.8559	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the US Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Sarah_Palfrey_Cooke	https://en.wikipedia.org/wiki/Helen_Jacobs
tennis_qa_0182	Rafael Osuna	Manuel Santana	French Open	0.9101	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the US Open singles title. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Rafael_Osuna	https://en.wikipedia.org/wiki/Manuel_Santana
tennis_qa_0183	Richard Norris Williams	Bill Johnston	Wimbledon	0.8298	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the US Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/R._Norris_Williams	https://en.wikipedia.org/wiki/Bill_Johnston_(tennis)
tennis_qa_0184	Patricia Canning Todd	Doris Hart	Australian Open	0.7995	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Patricia_Canning_Todd	https://en.wikipedia.org/wiki/Doris_Hart
tennis_qa_0185	John Bromwich	Bobby Riggs	US Open	0.8513	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/John_Bromwich	https://en.wikipedia.org/wiki/Bobby_Riggs
tennis_qa_0186	Dorothy Cheney	Shirley Fry	French Open	0.8209	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Dorothy_Cheney	https://en.wikipedia.org/wiki/Shirley_Fry
tennis_qa_0187	Mima Jaušovec	Martina Navratilova	US Open	0.7851	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Mima_Jaušovec	https://en.wikipedia.org/wiki/Martina_Navratilova
tennis_qa_0188	Budge Patty	Dick Savitt	Australian Open	0.8547	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Wimbledon singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Budge_Patty	https://en.wikipedia.org/wiki/Dick_Savitt
tennis_qa_0189	Pat O'Hara Wood	Gerald Patterson	Wimbledon	0.8796	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented Australia. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Pat_O'Hara_Wood	https://en.wikipedia.org/wiki/Gerald_Patterson
tennis_qa_0190	Edgar Moon	Jack Crawford	French Open	0.8789	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented Australia. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Edgar_Moon	https://en.wikipedia.org/wiki/Jack_Crawford_(tennis)
tennis_qa_0191	Lew Hoad	Ashley Cooper	US Open	0.9496	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented Australia. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Lew_Hoad	https://en.wikipedia.org/wiki/Ashley_Cooper_(tennis)
tennis_qa_0192	Alice Marble	Helen Wills	French Open	0.8174	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the US Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Alice_Marble	https://en.wikipedia.org/wiki/Helen_Wills
tennis_qa_0193	Christine Truman	Angela Mortimer	Australian Open	0.8069	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. Both candidates represented United Kingdom. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Christine_Truman	https://en.wikipedia.org/wiki/Angela_Mortimer
tennis_qa_0194	Aline Terry	Helen Jacobs	Wimbledon	0.8226	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the US Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Aline_Terry	https://en.wikipedia.org/wiki/Helen_Jacobs
tennis_qa_0195	Patricia Canning Todd	Darlene Hard	US Open	0.7686	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Patricia_Canning_Todd	https://en.wikipedia.org/wiki/Darlene_Hard
tennis_qa_0196	Art Larsen	Vic Seixas	Wimbledon	0.8276	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the US Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Art_Larsen	https://en.wikipedia.org/wiki/Vic_Seixas
tennis_qa_0197	Albert Costa	Rafael Nadal	Australian Open	0.8429	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. Both candidates represented Spain. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Albert_Costa	https://en.wikipedia.org/wiki/Rafael_Nadal
tennis_qa_0198	Jean Borotra	René Lacoste	US Open	0.8658	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. Both candidates represented France. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Jean_Borotra	https://en.wikipedia.org/wiki/René_Lacoste
tennis_qa_0199	Arthur Gore	Jean Schopfer	French Open	0.8380	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Arthur_Gore_(tennis)	https://en.wikipedia.org/wiki/Jean_Schopfer
