id,pred_shortcut_span,pred_shortcut_index,gold_shortcut_indices,gold_shortcut_core_texts,shortcut_confidence,shortcut_eligible,shortcut_indices_available,shortcut_strict_hit,pred_constraint_span,pred_constraint_index,gold_constraint_indices,gold_constraint_proposition_indices,gold_constraint_core_texts,constraint_indices_available,constraint_strict_hit,constraint_proposition_indices_available,constraint_proposition_hit,candidate_level_safe,cue_identification_status,notes
239,,,[3],['original dated receipt'],medium,True,True,False,with the project-file desk.,1,"[2, 3]","[2, 3]","['scans proof pages and discards them', 'the pump rebate requires the original dated receipt']",True,False,True,False,False,neither,The copy supports the archive while preserving the original for the rebate.
240,,,[],[],none,False,False,,,,[2],[2],['go onto the outgoing cart for pickup'],True,False,True,False,True,no_evaluable_shortcut,The parcel itself must be returned.
241,,,[3],['original dated receipt'],medium,True,True,False,with the weatherization clerk.,1,"[2, 3]","[2, 3]","['scans proof pages and discards them', 'the store rebate requires the original dated receipt']",True,False,True,False,False,neither,The copy supports the archive while preserving the original for the rebate.
242,,,"[2, 3]",['original printed fare receipt'],medium,True,True,False,I am documenting a taxi meter error for accounting.,0,"[1, 2, 3]","[1, 2, 3]","['scans proof pages', 'the taxi company requires the original printed fare receipt for the refund']",True,False,True,False,False,neither,"The office needs a scan, and the refund office needs the original."
243,,,[0],['The dolly contract is signed'],high,True,True,False,,,"[2, 3, 4]","[2, 3, 4]",['connect it to my truck and watch both turn signals respond'],True,False,True,False,True,neither,The dolly must be connected to the truck.
244,The yard checker is at the return stripe,1,[0],['The golf-cart lease closeout is approved'],high,True,True,False,,,"[2, 3, 4]","[2, 3, 4]",['photograph the cart ID plate and hour meter before closing the account'],True,False,True,False,True,neither,The ID plate and hour meter are on the cart.
245,,,[0],['The campground UTV trail pass is ready'],high,True,True,False,The campground UTV trail pass is ready.,0,"[2, 3]","[2, 3]",['scan the tag on the machine before lifting the chain'],True,False,True,False,True,neither,The tag is on the UTV.
246,to slide the wrapped mattress,2,[0],['The mattress pickup is cleared'],medium,True,True,False,,,"[1, 2, 3]","[1, 2, 3]",['The warehouse worker is at the pickup lane to slide the wrapped mattress into my vehicle'],True,False,True,False,True,neither,The mattress is released by direct vehicle loading.
247,,,[0],['The hail claim is open'],high,True,True,False,The adjuster is waiting at the motorhome bay,1,"[2, 3]","[2, 3]",['photograph roof dents and the VIN label'],True,False,True,False,True,neither,The dents and VIN are on the motorhome.
248,,,[5],['original receipt'],medium,True,True,False,I am giving maintenance clerk proof for a,0,"[2, 3, 4, 5]","[2, 3, 4, 5]","['stores a scan and returns no paper', 'the vacuum warranty file asks me to keep the original receipt']",True,False,True,False,False,neither,The scan target only needs a copy while the warranty target needs the original.
249,,,[],[],none,False,False,,I am returning a sealed bottle of art solvent.,0,"[1, 2, 3]","[1, 2, 3]","['The studio rules say solvents go to the flammable cabinet, not the supply shelf']",True,False,True,False,True,no_evaluable_shortcut,Solvent must go to the flammable cabinet.
250,,,[1],['asset sticker'],medium,True,True,False,The asset sticker must be applied,1,"[2, 3]","[2, 3]",['be applied to the monitor before the clerk scans it'],True,False,True,False,False,neither,The sticker must be on the monitor.
251,,,[0],['The belt-loader inspection form is ready'],high,True,True,False,The belt-loader inspection form is ready.,0,"[2, 3]","[2, 3]",['scan the asset plate and watch the beacon cycle on startup'],True,False,True,False,True,neither,The beacon and asset plate are on the belt loader.
252,,,[],[],none,False,False,,and cannot be interrupted aloud.,4,"[3, 4]","[3, 4]",['The proctor is actively reading exam instructions and cannot be interrupted aloud'],True,True,True,True,True,constraint_only,A silent message avoids interrupting instructions.
253,,,[],[],none,False,False,,I need to enter the teaching lab.,0,"[0, 3, 4]","[0, 3, 4]","['enter the teaching lab', 'the active access card is presented']",True,True,True,True,True,constraint_only,The door needs the active card.
254,,,[],[],none,False,False,,to tell the stage manager that the extra,1,[3],[3],['She is calling a scene change over comms'],True,False,True,False,True,no_evaluable_shortcut,The headset/chat note preserves the live cue flow.
255,The parts desk is next to the dock.,5,[5],['The parts desk is next to the dock'],high,True,True,True,and note engine hours,3,"[2, 3, 4]","[2, 3, 4]",['staff scan the helm module and note engine hours from the display'],True,True,True,True,True,both_strict,The work order needs readings from the boat's actual systems.
256,The counter is in the same lot.,5,[5],['The counter is in the same lot'],high,True,True,True,into their tester.,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",['testing the breakaway switch and brake battery with the trailer plugged into their tester'],True,True,True,True,True,both_strict,The breakaway switch and brake battery must be tested on the trailer.
257,My delivery-driver account is frozen,0,[5],['The garage office is a short walk away'],high,True,True,False,and the partner garage will clear it only,2,"[3, 4]","[3, 4]",['photographing my plate and inspection sticker'],True,False,True,False,True,neither,The garage must photograph the vehicle's plate and sticker.
258,,,[1],['event sticker'],medium,True,True,False,I am registering a banner stand.,0,"[2, 3]","[2, 3]",['be on the base before the stand enters the booth area'],True,False,True,False,False,neither,The sticker must be attached to the stand.
259,,,[1],['due-date tag'],medium,True,True,False,I am checking out a library camera.,0,"[2, 3]","[2, 3]",['be clipped to the camera bag before the checkout scan'],True,False,True,False,False,neither,The tag must be clipped to the bag.
260,,,[0],['The jobsite lumber pickup is approved'],high,True,True,False,,,[2],[2],['check the boards strapped below rack height'],True,False,True,False,True,neither,The supervisor checks the loaded truck.
261,Their office is next to the bay.,5,[5],['Their office is next to the bay'],high,True,True,True,My box truck needs a diesel smoke check,0,"[2, 3, 4]","[2, 3, 4]",['The station has me idle and accelerate in their test bay while the meter records the result'],True,False,True,False,True,shortcut_only,The emissions measurement is taken from the running truck.
262,to be on the frame,2,[1],['inventory sticker'],medium,True,True,False,,,"[2, 3]","[2, 3]",['be on the frame before staff place it in storage'],True,False,True,False,False,neither,The sticker must be attached to the frame.
263,and discards it,2,[3],['visitor badge'],medium,True,True,False,,,"[1, 2, 3, 4]","[1, 2, 3, 4]","['scans paper proof and discards it', 'the visitor badge must remain active clipped to my shirt']",True,False,True,False,False,neither,The archive needs paper proof while the working credential must stay available.
264,,,[],[],none,False,False,,to see whether it pops out of gear,2,"[2, 3]","[2, 3]",['see whether it pops out of gear while towing'],True,True,True,True,True,constraint_only,The tractor must be driven under vibration/load.
265,,,[5],['original receipt'],medium,True,True,False,The clerk stores a scan,2,"[2, 3, 4, 5]","[2, 3, 4, 5]","['stores a scan and returns no paper', 'the scanner warranty portal asks me to keep the original receipt']",True,True,True,True,False,constraint_only,The scan target only needs a copy while the warranty target needs the original.
266,,,[],[],none,False,False,,The presenter is live on camera,2,"[2, 3]","[2, 3]",['The presenter is live on camera and the operator is tracking the script'],True,True,True,True,True,constraint_only,A chat note avoids distracting the operator on air.
267,,,[1],['number tag'],medium,True,True,False,I am turning in a choir robe.,0,"[1, 2]","[1, 2]",['be pinned inside before the wardrobe scan'],True,False,True,False,False,neither,The number tag must be pinned to the robe.
268,,,[3],['The clerk can be reached on foot'],high,True,True,False,A boat-trailer citation can be cleared if the,0,"[1, 2, 4]","[1, 2, 4]","['the clerk sees that the winch post blocks the plate from the angle on the ticket', 'the inspection spot is in the lot']",True,False,True,False,True,neither,Clearing the citation requires inspecting the trailer's physical setup.
269,,,[1],['asset sticker'],medium,True,True,False,before the clerk scans it.,3,"[2, 3]","[2, 3]",['be applied to the underside before the clerk scans it'],True,True,True,True,False,constraint_only,The tag must be on the asset before scanning.
270,,,"[2, 3]",['original paper voucher'],medium,True,True,False,I am documenting a shuttle cancellation for supervisor file.,0,"[1, 2, 3]","[1, 2, 3]","['scans proof pages', 'the shuttle agency requires the original paper voucher for the refund']",True,False,True,False,False,neither,"The office needs a scan, and the refund office needs the original."
271,the wrong tone.,1,[],[],none,False,False,,,,[2],[2],['for evidence of the tone'],True,False,True,False,True,no_evaluable_shortcut,The tone must be recorded.
272,,,"[2, 3]",['original toll receipt'],medium,True,True,False,I am documenting a toll-lane malfunction for payroll.,0,"[1, 2, 3]","[1, 2, 3]","['scans proof pages', 'the toll agency requires the original toll receipt for the refund']",True,False,True,False,False,neither,"The office needs a scan, and the refund office needs the original."
273,,,[0],['The forklift lock-cylinder request is approved'],high,True,True,False,The forklift lock-cylinder request is approved.,0,"[2, 3]","[2, 3]",['verify the serial plate before swapping the side-compartment lock'],True,False,True,False,True,neither,The serial plate and lock are on the forklift.
274,,,[0],['The lumber invoice is paid'],high,True,True,False,The gate clerk is at the exit,1,"[2, 3]","[2, 3]",['check the straps on the loaded truck before opening the gate'],True,False,True,False,True,neither,The clerk must inspect the load on the truck.
275,The ELD account is set up.,0,[0],['The ELD account is set up'],medium,True,True,True,,,"[3, 4, 5]","[3, 4, 5]","[""plug into my truck's diagnostic port and verify engine hours""]",True,False,True,False,True,shortcut_only,The ELD check connects to the truck.
276,,,"[5, 6]",['The parts counter is a short walk from my campsite'],high,True,True,False,into their 7-pin tester,3,"[2, 3, 4]","[2, 3, 4]",['plug the trailer into their 7-pin tester and load the circuit'],True,True,True,True,True,constraint_only,The wiring fault must be tested by connecting the trailer to the tester.
277,,,[],[],none,False,False,,My golf cart powers up only,0,"[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","['I turn the key twice, and the cart mechanic wants to watch the display and contactor click during startup']",True,False,True,False,True,no_evaluable_shortcut,The startup behavior must be observed on the cart.
278,,,[],[],none,False,False,,spare cable is in the drawer.,2,"[3, 4]","[3, 4]",['The audio board assistant is riding faders during a live mix'],True,False,True,False,True,no_evaluable_shortcut,The quiet channel avoids interrupting live cue work.
279,,,[0],['The mower fuel-cap key blank is ready'],high,True,True,False,Maintenance is at the bay,1,"[2, 3]","[2, 3]",['read the mower serial plate and try the blank in the actual cap'],True,False,True,False,True,neither,The cap and serial plate are on the mower.
280,,,[],[],none,False,False,,The sound operator is mixing a live song.,4,[4],[4],['The sound operator is mixing a live song'],True,True,True,True,True,constraint_only,The quiet channel avoids interrupting live cue work.
281,,,[0],['The flower shipment is boxed'],high,True,True,False,the trailer set-point display,2,"[2, 3]","[2, 3]",['read the trailer set-point display before release'],True,True,True,True,True,constraint_only,The set-point display is on the trailer.
282,,,[0],['The utility-trailer clearance tag is printed'],medium,True,True,False,The tester is at the pad,1,"[2, 3]","[2, 3]",['pull the breakaway switch and check the brake battery'],True,False,True,False,True,neither,The breakaway switch is on the trailer.
283,and the room coordinator left the screws in,3,[2],['screws'],medium,True,True,False,,,[1],[1],['hang a framed poster in a seminar room'],True,False,True,False,False,neither,The screws require a screwdriver.
284,The fitter is at the lie board,1,[],[],none,False,False,,,,"[2, 3]","[2, 3]",['watch the sole mark while I swing the iron'],True,False,True,False,True,no_evaluable_shortcut,The sole mark is made by the club.
285,to tell the session chair that the next,1,"[0, 1, 2]",['I need to tell the session chair that the next speaker has arrived'],medium,True,True,True,,,[3],[3],['The chair is introducing the current speaker on stage'],True,False,True,False,True,shortcut_only,Silent message avoids interrupting the stage introduction.
286,,,[0],['The camper cap patch is scheduled'],high,True,True,False,to read the faded fiberglass front cap directly,2,"[2, 3]","[2, 3]",['read the faded fiberglass front cap directly under their lights'],True,True,True,True,True,constraint_only,The front cap must be scanned on the camper.
287,and inserted today.,4,[],[],none,False,False,,,,"[1, 2, 4]","[1, 2, 4]","['submit a lab notebook page for a physical archive binder', 'be hole-punched and inserted today']",True,False,True,False,True,no_evaluable_shortcut,The binder needs a physical page.
288,,,[3],['original dated receipt'],medium,True,True,False,with the front desk.,1,"[2, 3]","[2, 3]","['scans proof pages and discards them', 'the rebate postcard requires the original dated receipt']",True,False,True,False,False,neither,The copy supports the archive while preserving the original for the rebate.
289,,,[3],['original dated receipt'],medium,True,True,False,The clerk scans proof pages and discards them,2,"[2, 3]","[2, 3]","['scans proof pages and discards them', 'the lighting rebate requires the original dated receipt']",True,True,True,True,False,constraint_only,The copy supports the archive while preserving the original for the rebate.
290,to tell the lighting operator that the spare,1,[],[],none,False,False,,The operator is calling cues,4,"[4, 5]","[4, 5]",['The operator is calling cues during a live performance'],True,True,True,True,True,constraint_only,A silent cue avoids disrupting the live cues.
291,,,[1],['case label'],medium,True,True,False,I am submitting a swab kit.,0,"[1, 2, 3]","[1, 2, 3]",['be on the sealed swab bag before the lab scans it'],True,False,True,False,False,neither,The label must be on the sealed bag.
292,,,[],[],none,False,False,,The operator is running cues,4,"[4, 5]","[4, 5]",['The operator is running cues during a live performance'],True,True,True,True,True,constraint_only,A silent cue avoids disruption.
293,,,[0],['The motorcycle hot-start complaint is recorded'],high,True,True,False,The mechanic is waiting by the bay fan,1,"[2, 3]","[2, 3]",['watch voltage drop during a restart'],True,False,True,False,True,neither,The hot restart must be performed on the motorcycle.
294,The service desk is easy,6,"[6, 7, 8]",['The service desk is easy to reach from the pier'],high,True,True,True,and record hours,4,"[3, 4, 5]","[3, 4, 5]",['they scan the motor serial plate and record hours from the boat display'],True,True,True,True,True,both_strict,The campaign requires verifying the motor and display on the boat.
295,and returns no paper,3,[5],['original receipt'],medium,True,True,False,thermal camera.,1,"[2, 3, 4, 5]","[2, 3, 4, 5]","['stores a scan and returns no paper', 'the repair portal asks me to keep the original receipt']",True,False,True,False,False,neither,The scan target only needs a copy while the warranty target needs the original.
296,Their order desk is by the sidewalk.,4,[],[],none,False,False,,The RV stripe shop says the replacement stripe,0,"[1, 2, 3]","[1, 2, 3]",['the replacement stripe is close but needs a camera read of the sun-faded original stripe'],True,False,True,False,True,no_evaluable_shortcut,The faded stripe must be scanned on the RV.
297,,,[0],['The hybrid warning-light note is entered'],medium,True,True,False,The dealer tech is waiting in the scan lane,1,[2],[2],['read battery-control data through the diagnostic connector'],True,False,True,False,True,neither,Battery-control data is stored in the car.
298,The welder-painter must scan the faded paint on,1,[],[],none,False,False,,,,"[1, 2, 3]","[1, 2, 3]",['scan the faded paint on the welded tongue next to the crack repair'],True,False,True,False,True,no_evaluable_shortcut,The tongue is part of the trailer.
299,,,[0],['The refinance packet for my horse trailer is signed'],high,True,True,False,to read the VIN stamped on the trailer tongue,2,"[2, 3]","[2, 3]",['read the VIN stamped on the trailer tongue before funding'],True,True,True,True,True,constraint_only,The VIN being checked is stamped on the trailer tongue.
300,,,[2],['ID badge'],medium,True,True,False,The record scanner takes paper sheets,1,"[1, 2, 3]","[1, 2, 3]","['takes paper sheets', 'my ID badge must stay clipped on for the shift']",True,True,True,True,False,constraint_only,The badge must remain available during the shift.
301,The bus opacity test is next.,0,[0],['The bus opacity test is next'],medium,True,True,True,while the bus follows the acceleration prompts.,3,"[2, 3]","[2, 3]",['watch the meter while the bus follows the acceleration prompts'],True,True,True,True,True,both_strict,The opacity meter measures the bus while it runs.
302,The parts counter is across the lot.,5,[5],['The parts counter is across the lot'],high,True,True,True,My horse trailer's marker lights flicker,0,"[2, 3, 4]","[2, 3, 4]",['plug it into their 7-pin tester and load the circuit'],True,False,True,False,True,shortcut_only,The flickering lights must be tested by connecting the trailer to the tester.
303,after I toggle the switch twice.,1,[],[],none,False,False,,The electric pallet jack wakes up only,0,"[1, 2, 3, 4]","[1, 2, 3, 4]","['I toggle the switch twice', 'at the maintenance bench so he can watch the controller lights during startup']",True,False,True,False,True,no_evaluable_shortcut,The controller lights must be observed during startup on the pallet jack.
304,I am updating a parking account file.,0,[2],['hangtag'],medium,True,True,False,,,"[1, 2]","[1, 2]","['scans paper proof and discards it', 'my hangtag must remain in the windshield']",True,False,True,False,False,neither,The hangtag must remain in the car.
305,The golf-cart controller case is open.,0,[0],['The golf-cart controller case is open'],high,True,True,True,The mechanic is at the cart barn,1,"[2, 3]","[2, 3]",['reads controller logs from the cart harness'],True,False,True,False,True,shortcut_only,The controller harness is on the cart.
306,,,[3],['original dated receipt'],medium,True,True,False,with the clubhouse clerk.,1,"[2, 3]","[2, 3]","['scans proof pages and discards them', 'the appliance rebate requires the original dated receipt']",True,False,True,False,False,neither,The copy supports the archive while preserving the original for the rebate.
307,The prepaid label is printed.,0,[0],['The prepaid label is printed'],medium,True,True,True,,,"[1, 2]","[1, 2]",['The drop-off cart accepts only packages that already have the label attached'],True,False,True,False,True,shortcut_only,The label must be on the package before drop-off.
308,,,[0],['The mobility-scooter bin key is approved'],high,True,True,False,The mobility-scooter bin key is approved.,0,"[2, 3]","[2, 3]",['match the scooter ID label and test the new key in the bin'],True,False,True,False,True,neither,The bin latch and ID are on the scooter.
309,,,[0],['The UTV reverse-grind note is printed'],medium,True,True,False,to warm it up,2,"[1, 2, 3, 4]","[1, 2, 3, 4]",['Service is at the yard loop to warm it up and shift into reverse'],True,True,True,True,True,constraint_only,The UTV must be warmed and shifted.
310,,,[0],['My ferry account is paid'],high,True,True,False,each vehicle's windshield pass as it rolls forward.,2,"[1, 2]","[1, 2]","[""Boarding staff are in the staging lane scanning each vehicle's windshield pass as it rolls forward""]",True,True,True,True,True,constraint_only,The pass is scanned from the car in lane.
311,,,[4],['original receipt'],medium,True,True,False,while the manufacturer repair portal asks for the,3,"[2, 3, 4]","[2, 3, 4]","['The helpdesk scanner keeps images only', 'the manufacturer repair portal asks for the original receipt']",True,True,True,True,False,constraint_only,"The helpdesk file only needs the scan, not the original."
312,before wardrobe scans it.,3,[1],['show label'],medium,True,True,False,,,"[2, 3]","[2, 3]",['be attached to the bag handle before wardrobe scans it'],True,False,True,False,False,neither,The label must be attached to the bag.
313,,,[3],['original thermal receipt'],medium,True,True,False,The file clerk scans and bins proof pages,2,"[2, 3]","[2, 3]","['scans and bins proof pages', 'the filter warranty needs the original thermal receipt']",True,True,True,True,False,constraint_only,The original should not go into a scan-and-bin workflow.
314,,,[6],['The marina counter is at the dock entrance'],high,True,True,False,from the display,3,"[2, 3, 4, 5]","[2, 3, 4, 5]",['read engine hours from the display and match the hull serial before opening the work order'],True,True,True,True,True,constraint_only,The work order requires on-watercraft verification.
315,,,"[3, 4]",['The terminal desk is easier to reach on foot'],high,True,True,False,but boarding staff scan the windshield pass as,1,"[0, 1, 2]","[0, 1, 2]","['My car-ferry account is paid, but boarding staff scan the windshield pass as each vehicle enters the staging lane']",True,True,True,True,True,constraint_only,The windshield pass must be scanned with the car in the lane.
316,,,[0],['The warehouse tug complaint is logged'],high,True,True,False,to watch the front wheel,2,"[2, 3]","[2, 3]",['watch the front wheel after a slow turn over the threshold'],True,True,True,True,True,constraint_only,The wheel movement must be observed on the tug.
317,,,[0],['The diesel lift-truck certification is open'],high,True,True,False,to sample exhaust,2,"[2, 3]","[2, 3]",['sample exhaust while the lift truck runs'],True,True,True,True,True,constraint_only,The exhaust sample comes from the lift truck.
318,,,[1],['zone sticker'],medium,True,True,False,The zone sticker must be attached,1,"[2, 3]","[2, 3]",['be attached to the folding frame before staff move it inside'],True,False,True,False,False,neither,The tag must be on the object before intake.
319,,,[0],['The food-truck renewal is approved'],high,True,True,False,beside the bay where the truck has,3,"[1, 4]","[1, 4]","['the live emissions reading', 'run through the throttle prompts']",True,False,True,False,True,neither,The reading is taken from the operating food truck.
320,,,[],[],none,False,False,,to the dish return door,2,"[1, 2, 3]","[1, 2, 3]","['food-contact items go to the dish return door, not the event office']",True,True,True,True,True,constraint_only,Used trays must go to dish return.
321,,,[3],['windshield permit'],medium,True,True,False,to the windshield.,4,"[1, 2, 3, 4]","[1, 2, 3, 4]","['scans paper proof and discards it', 'the windshield permit must remain active stuck to the windshield']",True,True,True,True,False,constraint_only,The archive needs paper proof while the working credential must stay available.
322,,,[0],['The consignment sheet is printed'],medium,True,True,False,,,"[2, 3]","[2, 3]",['photograph the VIN stamp on my Vespa for the listing'],True,False,True,False,True,neither,The VIN stamp must be photographed on the Vespa.
323,,,[0],['My snowmobile warranty repair was approved'],high,True,True,False,but the shop must photograph the chassis number,1,"[1, 2, 3]","[1, 2, 3]",['photograph the chassis number and hour meter before ordering parts'],True,True,True,True,True,constraint_only,Parts ordering requires photos of identifiers on the snowmobile.
324,,,[0],['The grinder repair ticket is open'],high,True,True,False,The grinder repair ticket is open.,0,"[1, 2, 3]","[1, 2, 3]",['The tech is at the bench to remove the burr carrier and check alignment'],True,False,True,False,True,neither,The burr carrier is inside the grinder.
325,,,[0],['The espresso-machine claim is logged'],high,True,True,False,to run a pressure test through the group head.,2,[2],[2],['run a pressure test through the group head'],True,True,True,True,True,constraint_only,The group head is on the machine.
326,,,[0],['The delivery yard hold is cleared'],medium,True,True,False,The guard is at the drive-through post waiting,2,"[1, 3]","[1, 3]","['the RFID check', ""read the van's windshield sticker""]",True,False,True,False,True,neither,The sticker is mounted on the van.
327,,,[0],['The golf-cart roof panel is in stock'],high,True,True,False,The painter must scan the sun-faded body tub,1,"[1, 2, 3]","[1, 2, 3]",['scan the sun-faded body tub beside the seat before mixing paint'],True,True,True,True,True,constraint_only,The body tub must be scanned on the cart.
328,after-hours lab access file.,1,[4],['RFID fob'],medium,True,True,False,while the RFID fob must remain active on,4,"[2, 3, 4, 5]","[2, 3, 4, 5]","['scans paper proof and discards it', 'the RFID fob must remain active on my keychain']",True,True,True,True,False,constraint_only,The archive needs paper proof while the working credential must stay available.
329,,,[2],['inventory sticker'],medium,True,True,False,before the technician scans it.,3,"[2, 3]","[2, 3]",['be on the base before the technician scans it'],True,True,True,True,False,constraint_only,The sticker must be on the microscope base.
330,The warehouse lead must scan the GPS tag bolted,2,[],[],none,False,False,,,,"[2, 3, 4]","[2, 3, 4]","['scan the GPS tag bolted inside the crate, not the paper manifest']",True,False,True,False,True,no_evaluable_shortcut,The GPS tag is inside the crate.
331,,,[0],['The food-truck registration packet is ready'],high,True,True,False,The food-truck registration packet is ready.,0,"[2, 3]","[2, 3]",['take the current emissions reading from the running truck'],True,False,True,False,True,neither,The emissions reading comes from the running truck.
332,,,[5],['original receipt'],medium,True,True,False,to keep the original receipt.,5,"[2, 3, 4, 5]","[2, 3, 4, 5]","['stores a scan and returns no paper', 'the speaker warranty portal asks me to keep the original receipt']",True,True,True,True,False,constraint_only,The scan target only needs a copy while the warranty target needs the original.
333,The regrip ticket is open.,0,[0],['The regrip ticket is open'],high,True,True,True,,,"[1, 2, 3]","[1, 2, 3]",['The shop tech is at the vise to remove the old grip from the actual club'],True,False,True,False,True,shortcut_only,The grip is on the club.
334,,,"[0, 1]","[""The landscaping trailer's clearance is waiting on a wiring load test""]",medium,True,True,False,wiring load test.,1,"[2, 3]","[2, 3]",['The technician is at the diagnostic box that plugs into the trailer harness'],True,False,True,False,True,neither,The harness must be connected to the diagnostic box.
335,,,[0],['The RV transmission case is open'],high,True,True,False,to read live data,2,"[2, 3]","[2, 3]",['read live data during the delayed shift'],True,True,True,True,True,constraint_only,The delayed shift occurs while driving the RV.
336,The intake scanner reads the RMA sticker,1,[0],['The repair RMA is issued'],medium,True,True,False,,,[2],[2],['it is placed on the sealed box'],True,False,True,False,True,neither,The RMA sticker must be on the box.
337,,,[0],['The snowmobile clunk is on the schedule'],medium,True,True,False,to hear first engagement,2,[3],[3],['a cold soak'],True,False,True,False,True,neither,The clunk happens on the snowmobile during engagement.
338,,,[1],['asset label'],medium,True,True,False,to the drawer front,2,"[2, 3]","[2, 3]",['be applied to the drawer front before the clerk scans it'],True,True,True,True,False,constraint_only,The tag must be on the asset before scanning.
339,,,[0],['The border kiosk has my declaration already entered'],medium,True,True,False,,,"[2, 3]","[2, 3]",['read the chip in the passport booklet before opening the next screen'],True,False,True,False,True,neither,The chip is inside the passport booklet.
340,,,[3],['original dated receipt'],medium,True,True,False,with the repair-assistance clerk.,1,"[2, 3]","[2, 3]","['scans proof pages and discards them', 'the plumbing rebate requires the original dated receipt']",True,False,True,False,False,neither,The copy supports the archive while preserving the original for the rebate.
341,,,[4],['The shipping office is next to the gate'],high,True,True,False,The produce warehouse will release the shipment only,0,"[1, 2, 3]","[1, 2, 3]",['the guard reads the seal and checks the temperature strip mounted inside the trailer door'],True,False,True,False,True,neither,The release depends on checking devices attached to the trailer.
342,and hear the contactor when I turn the key.,3,[0],['The cart mechanic has the work order'],medium,True,True,False,to watch my golf cart power up,2,"[2, 3]","[2, 3]",['watch my golf cart power up and hear the contactor when I turn the key'],True,True,True,True,True,constraint_only,The startup sequence must be observed on the cart.
343,Staff scan proof pages and shred them,2,"[0, 1]",['I am documenting a small-appliance purchase at the front desk'],high,True,True,False,I am documenting a small-appliance purchase at the,0,"[2, 3]","[2, 3]","['scan proof pages and shred them', 'the rebate postcard needs the original dated receipt']",True,False,True,False,True,neither,The copy supports the archive and keeps the original for the rebate.
344,,,[3],['original dated receipt'],medium,True,True,False,with the maintenance office.,1,"[2, 3]","[2, 3]","['scans proof pages and discards them', 'the rebate envelope requires the original dated receipt']",True,False,True,False,False,neither,The copy supports the archive while preserving the original for the rebate.
345,,,[2],['inventory tag'],medium,True,True,False,,,"[3, 4]","[3, 4]",['be applied to the case top before the clerk scans it'],True,False,True,False,False,neither,The tag must be on the asset before scanning.
346,,,[0],['The cart mechanic has the work order'],medium,True,True,False,He is waiting at the barn,1,"[2, 3]","[2, 3]",['watch my golf cart power up and hear the contactor when I turn the key'],True,False,True,False,True,neither,The startup sequence must be observed on the cart.
347,The ATV safety kit is reserved.,0,[0],['The ATV safety kit is reserved'],high,True,True,True,to scan the frame VIN,2,"[2, 3, 4]","[2, 3, 4]",['scan the frame VIN and hour meter before handing it out'],True,True,True,True,True,both_strict,The kit release needs readings from the ATV.
348,,,[1],['asset label'],medium,True,True,False,I am checking in an audio mixer.,0,"[2, 3, 4]","[2, 3, 4]",['be applied to the side panel before the scan'],True,False,True,False,False,neither,The label must be on the mixer.
349,,,[],[],none,False,False,,,,"[1, 2, 3, 4]","[1, 2, 3, 4]","['turn in a worksheet that the teacher will mark by hand during class', 'digital submissions are closed']",True,False,True,False,True,no_evaluable_shortcut,The teacher will mark the paper.
350,,,[0],['The camper brake-controller appointment is checked in'],high,True,True,False,The tech is at the lane where the,1,"[2, 3]","[2, 3]",['the trailer plugs into their rig for signal readings'],True,False,True,False,True,neither,The trailer must connect to the rig.
351,to read the freezer unit screen on the truck,2,[0],['The bakery freezer load is staged'],high,True,True,False,,,"[2, 3]","[2, 3]",['read the freezer unit screen on the truck before dispatch'],True,False,True,False,True,neither,The freezer unit screen is on the truck.
352,The side-by-side axle kit is approved.,0,[0],['The side-by-side axle kit is approved'],high,True,True,True,to photograph the VIN sticker,2,"[2, 3, 4]","[2, 3, 4]",['photograph the VIN sticker and hour meter before release'],True,True,True,True,True,both_strict,The VIN sticker and hour meter are on the vehicle.
353,,,[1],['barcode label'],medium,True,True,False,I am adding a DJ controller to inventory.,0,"[1, 2]","[1, 2]",['be on the underside before staff scan it'],True,False,True,False,False,neither,The barcode must be on the controller.
354,I am checking an amp,0,[2],['asset label'],medium,True,True,False,,,"[2, 3]","[2, 3]",['be on the back panel before the scan'],True,False,True,False,False,neither,The label must be on the amp.
355,and returns no paper,3,[5],['original receipt'],medium,True,True,False,while the service-plan folder asks me,4,"[2, 3, 4, 5]","[2, 3, 4, 5]","['stores a scan and returns no paper', 'the service-plan folder asks me to keep the original receipt']",True,True,True,True,False,constraint_only,The scan target only needs a copy while the warranty target needs the original.
356,,,[0],['The stone-yard invoice is paid'],high,True,True,False,to lift the slab,2,"[2, 3]","[2, 3]",['lift the slab onto the rack mounted on my truck'],True,True,True,True,True,constraint_only,The slab must be placed on the truck rack.
357,,,[],[],none,False,False,,and the car has,2,[3],[3],['sit in front of it'],True,False,True,False,True,no_evaluable_shortcut,The camera is on the car.
358,,,[4],['The marina office is open now'],high,True,True,False,to the trailer tongue only,2,[3],[3],['checking the trailer plate at the gate'],True,False,True,False,True,neither,The tag is attached after the trailer itself is checked at the gate.
359,,,"[2, 3]",['original fare ticket'],medium,True,True,False,I am documenting a bus delay for timekeeping office.,0,"[1, 2, 3]","[1, 2, 3]","['scans proof pages', 'the transit office requires the original fare ticket for the refund']",True,False,True,False,False,neither,"The office needs a scan, and the refund office needs the original."
