id,n_spans,L_original,pred_shortcut_span,pred_shortcut_delta,pred_shortcut_selection_reason,pred_constraint_span,pred_constraint_delta,pred_constraint_selection_reason,pred_shortcut_index,gold_shortcut_indices,shortcut_confidence,shortcut_eligible,shortcut_strict_hit,pred_constraint_index,gold_constraint_indices,gold_constraint_proposition_indices,constraint_strict_hit,constraint_proposition_hit,candidate_level_safe,cue_identification_status,prediction_original,true_hallucination,shortcut_deleted_prediction,shortcut_deleted_flips,shortcut_deleted_role_flip_direction,constraint_deleted_prediction,constraint_deleted_flips,constraint_deleted_role_flip_direction,hallucination_detected,hallucination_detection_observable,hallucination_detection_correct,hallucination_detected_directional,hallucination_directional_correct
235,8,-3.6562499161809683,The claim desk is inside,-7.359374771767762,delta_threshold,and said the lane camera has,5.390624945983291,directional_flip,4,"[0, 1, 2, 3]",medium,True,False,1,"[4, 5, 6, 7]","[4, 5, 6, 7]",False,False,True,neither,2,False,2,False,no_flip,1,True,correct_to_shortcut,False,True,True,False,True
236,3,-7.609375070023816,,,,The taxi lot transponder has been assigned.,7.687500070023816,directional_flip,,[0],high,True,False,0,[2],[2],False,False,True,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
237,4,-0.8749999701976776,,,,with the workroom-file desk.,28.074218720197678,directional_flip,,[3],medium,True,False,1,"[2, 3]","[2, 3]",False,False,False,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
238,5,-6.843749933643267,,,,The desk clerk scans paper proof,9.187499829335138,directional_flip,,[3],medium,True,False,1,"[1, 2, 3, 4]","[1, 2, 3, 4]",True,True,False,constraint_only,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
239,4,-17.64062480638735,,,,with the project-file desk.,33.76562437436736,directional_flip,,[3],medium,True,False,1,"[2, 3]","[2, 3]",False,False,False,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
240,3,-3.713572066704308,,,,,,,,[],none,False,,,[2],[2],False,False,True,no_evaluable_shortcut,2,False,,,,,,,False,False,True,False,True
241,4,-9.84375016656486,,,,with the weatherization clerk.,17.50000033638571,directional_flip,,[3],medium,True,False,1,"[2, 3]","[2, 3]",False,False,False,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
242,4,-1.6562499701976776,,,,I am documenting a taxi meter error for accounting.,21.718749970197678,directional_flip,,"[2, 3]",medium,True,False,0,"[1, 2, 3]","[1, 2, 3]",False,False,False,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
243,5,-13.3203125448847,,,,,,,,[0],high,True,False,,"[2, 3, 4]","[2, 3, 4]",False,False,True,neither,1,False,,,,,,,False,False,True,False,True
244,5,-9.437500286985596,The yard checker is at the return stripe,-12.476562213014404,delta_threshold,,,,1,[0],high,True,False,,"[2, 3, 4]","[2, 3, 4]",False,False,True,neither,2,False,2,False,no_flip,,,,False,False,True,False,True
245,4,-10.187499927436875,,,,The campground UTV trail pass is ready.,10.093749927436875,delta_threshold,,[0],high,True,False,0,"[2, 3]","[2, 3]",False,False,True,neither,2,False,,,,2,False,no_flip,False,False,True,False,True
246,4,-3.713572066704308,to slide the wrapped mattress,-22.25224824579569,delta_threshold,,,,2,[0],medium,True,False,,"[1, 2, 3]","[1, 2, 3]",False,False,True,neither,2,False,2,False,no_flip,,,,False,False,True,False,True
247,4,-18.943359375,,,,The adjuster is waiting at the motorhome bay,17.083984434604645,delta_threshold,,[0],high,True,False,1,"[2, 3]","[2, 3]",False,False,True,neither,2,False,,,,2,False,no_flip,False,False,True,False,True
248,6,-12.281249925816155,,,,I am giving maintenance clerk proof for a,8.234375110218025,delta_threshold,,[5],medium,True,False,0,"[2, 3, 4, 5]","[2, 3, 4, 5]",False,False,False,neither,2,False,,,,2,False,no_flip,False,False,True,False,True
249,4,-23.92578125,,,,I am returning a sealed bottle of art solvent.,20.21220918329569,delta_threshold,,[],none,False,,0,"[1, 2, 3]","[1, 2, 3]",False,False,True,no_evaluable_shortcut,2,False,,,,2,False,no_flip,False,False,True,False,True
250,4,-24.453125,,,,The asset sticker must be applied,20.73955293329569,delta_threshold,,[1],medium,True,False,1,"[2, 3]","[2, 3]",False,False,False,neither,2,False,,,,2,False,no_flip,False,False,True,False,True
251,4,1.078125,,,,The belt-loader inspection form is ready.,8.906249570140062,shortcut_stability,,[0],high,True,False,0,"[2, 3]","[2, 3]",False,False,True,neither,2,True,,,,2,False,no_flip,False,False,False,False,False
252,5,-25.6376953125,,,,and cannot be interrupted aloud.,21.92412324579569,delta_threshold,,[],none,False,,4,"[3, 4]","[3, 4]",True,True,True,constraint_only,2,False,,,,2,False,no_flip,False,False,True,False,True
253,5,-27.02691650390625,,,,I need to enter the teaching lab.,23.31334443720194,delta_threshold,,[],none,False,,0,"[0, 3, 4]","[0, 3, 4]",True,True,True,constraint_only,2,False,,,,2,False,no_flip,False,False,True,False,True
254,4,-6.031250012340024,,,,to tell the stage manager that the extra,10.921874958788976,directional_flip,,[],none,False,,1,[3],[3],False,False,True,no_evaluable_shortcut,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
255,6,-0.4531249701976776,The parts desk is next to the dock.,-13.765625193845665,delta_threshold,and note engine hours,4.125000054016709,directional_flip,5,[5],high,True,True,3,"[2, 3, 4]","[2, 3, 4]",True,True,True,both_strict,2,False,2,False,no_flip,1,True,correct_to_shortcut,False,True,True,False,True
256,6,2.4843749925494194,The counter is in the same lot.,-4.015625007450581,directional_flip,into their tester.,1.9375002114102244,shortcut_stability,5,[5],high,True,True,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",True,True,True,both_strict,2,True,1,True,shortcut_to_correct,2,False,no_flip,True,True,True,True,True
257,6,16.29687480638735,My delivery-driver account is frozen,-9.218749619133305,delta_threshold,and the partner garage will clear it only,7.9824220686126495,shortcut_stability,0,[5],high,True,False,2,"[3, 4]","[3, 4]",False,False,True,neither,2,True,2,False,no_flip,2,False,no_flip,False,True,False,False,False
258,4,-16.76562444877635,,,,I am registering a banner stand.,18.79687433701764,directional_flip,,[1],medium,True,False,0,"[2, 3]","[2, 3]",False,False,False,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
259,4,-17.636718079572688,,,,I am checking out a library camera.,13.92314601286838,delta_threshold,,[1],medium,True,False,0,"[2, 3]","[2, 3]",False,False,False,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
260,3,-7.781249906838639,,,,,,,,[0],high,True,False,,[2],[2],False,False,True,neither,2,False,,,,,,,False,False,True,False,True
261,6,3.6562499944120646,Their office is next to the bay.,-14.554687897718395,directional_flip,My box truck needs a diesel smoke check,7.515625170351996,shortcut_stability,5,[5],high,True,True,0,"[2, 3, 4]","[2, 3, 4]",False,False,True,shortcut_only,1,True,2,True,shortcut_to_correct,1,False,no_flip,True,True,True,True,True
262,4,-3.713572066704308,to be on the frame,-20.27470918329569,delta_threshold,,,,2,[1],medium,True,False,,"[2, 3]","[2, 3]",False,False,False,neither,2,False,2,False,no_flip,,,,False,False,True,False,True
263,5,-7.023437618277967,and discards it,-9.800780938109384,delta_threshold,,,,2,[3],medium,True,False,,"[1, 2, 3, 4]","[1, 2, 3, 4]",False,False,False,neither,1,False,1,False,no_flip,,,,False,False,True,False,True
264,4,-23.21533203125,,,,to see whether it pops out of gear,15.980956825893372,delta_threshold,,[],none,False,,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,2,False,,,,2,False,no_flip,False,False,True,False,True
265,6,-7.945312497526174,,,,The clerk stores a scan,11.648437534779077,directional_flip,,[5],medium,True,False,2,"[2, 3, 4, 5]","[2, 3, 4, 5]",True,True,False,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
266,4,-23.8203125,,,,The presenter is live on camera,15.117187674783054,delta_threshold,,[],none,False,,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,2,False,,,,2,False,no_flip,False,False,True,False,True
267,3,-20.91015625,,,,I am turning in a choir robe.,17.19658418329569,delta_threshold,,[1],medium,True,False,0,"[1, 2]","[1, 2]",False,False,False,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
268,5,0.7968749403953552,,,,A boat-trailer citation can be cleared if the,14.765624865991995,shortcut_stability,,[3],high,True,False,0,"[1, 2, 4]","[1, 2, 4]",False,False,True,neither,2,True,,,,2,False,no_flip,False,False,False,False,False
269,4,-12.554687187363925,,,,before the clerk scans it.,12.242187187363925,delta_threshold,,[1],medium,True,False,3,"[2, 3]","[2, 3]",True,True,False,constraint_only,1,False,,,,1,False,no_flip,False,False,True,False,True
270,4,-14.054687425635962,,,,I am documenting a shuttle cancellation for supervisor file.,15.960937336228994,directional_flip,,"[2, 3]",medium,True,False,0,"[1, 2, 3]","[1, 2, 3]",False,False,False,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
271,3,-3.713572066704308,the wrong tone.,-19.17021699579569,delta_threshold,,,,1,[],none,False,,,[2],[2],False,False,True,no_evaluable_shortcut,2,False,2,False,no_flip,,,,False,False,True,False,True
272,4,-3.0937500447034836,,,,I am documenting a toll-lane malfunction for payroll.,17.437500327950488,directional_flip,,"[2, 3]",medium,True,False,0,"[1, 2, 3]","[1, 2, 3]",False,False,False,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
273,4,0.4531249701976776,,,,The forklift lock-cylinder request is approved.,6.203124995809048,shortcut_stability,,[0],high,True,False,0,"[2, 3]","[2, 3]",False,False,True,neither,1,True,,,,1,False,no_flip,False,False,False,False,False
274,4,-14.175781056432356,,,,The gate clerk is at the exit,18.050781078784098,directional_flip,,[0],high,True,False,1,"[2, 3]","[2, 3]",False,False,True,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
275,6,-4.968750002793968,The ELD account is set up.,-16.773437303593383,delta_threshold,,,,0,[0],medium,True,True,,"[3, 4, 5]","[3, 4, 5]",False,False,True,shortcut_only,1,False,1,False,no_flip,,,,False,False,True,False,True
276,7,-10.054687904474122,,,,into their 7-pin tester,10.585937904474122,directional_flip,,"[5, 6]",high,True,False,3,"[2, 3, 4]","[2, 3, 4]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
277,8,-10.726562784282578,,,,My golf cart powers up only,11.429687754480256,directional_flip,,[],none,False,,0,"[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",False,False,True,no_evaluable_shortcut,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
278,5,-15.87499980638735,,,,spare cable is in the drawer.,10.32812485714443,delta_threshold,,[],none,False,,2,"[3, 4]","[3, 4]",False,False,True,no_evaluable_shortcut,2,False,,,,2,False,no_flip,False,False,True,False,True
279,4,2.5000000596046448,,,,Maintenance is at the bay,3.609375129453838,shortcut_stability,,[0],high,True,False,1,"[2, 3]","[2, 3]",False,False,True,neither,2,True,,,,2,False,no_flip,False,False,False,False,False
280,5,-15.88281230638735,,,,The sound operator is mixing a live song.,18.820312347365544,directional_flip,,[],none,False,,4,[4],[4],True,True,True,constraint_only,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
281,4,-1.7031249552965164,,,,the trailer set-point display,3.593749850988388,directional_flip,,[0],high,True,False,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
282,4,-5.812499929452315,,,,The tester is at the pad,8.35937498905696,directional_flip,,[0],medium,True,False,1,"[2, 3]","[2, 3]",False,False,True,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
283,6,-3.713572066704308,and the room coordinator left the screws in,-16.364552620479365,delta_threshold,,,,3,[2],medium,True,False,,[1],[1],False,False,False,neither,1,False,1,False,no_flip,,,,False,False,True,False,True
284,4,-18.0625,The fitter is at the lie board,-6.2138671875,delta_threshold,,,,1,[],none,False,,,"[2, 3]","[2, 3]",False,False,True,no_evaluable_shortcut,2,False,2,False,no_flip,,,,False,False,True,False,True
285,4,-3.713572066704308,to tell the session chair that the next,-16.01299043329569,delta_threshold,,,,1,"[0, 1, 2]",medium,True,True,,[3],[3],False,False,True,shortcut_only,2,False,2,False,no_flip,,,,False,False,True,False,True
286,4,-19.51171875,,,,to read the faded fiberglass front cap directly,15.792968763038516,delta_threshold,,[0],high,True,False,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,2,False,,,,2,False,no_flip,False,False,True,False,True
287,5,-3.713572066704308,and inserted today.,-18.65556855829569,delta_threshold,,,,4,[],none,False,,,"[1, 2, 4]","[1, 2, 4]",False,False,True,no_evaluable_shortcut,1,False,1,False,no_flip,,,,False,False,True,False,True
288,4,-1.140625,,,,with the front desk.,8.250000167754479,directional_flip,,[3],medium,True,False,1,"[2, 3]","[2, 3]",False,False,False,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
289,4,-13.3359375448847,,,,The clerk scans proof pages and discards them,35.6044922323847,directional_flip,,[3],medium,True,False,2,"[2, 3]","[2, 3]",True,True,False,constraint_only,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
290,6,-16.21874980638735,to tell the lighting operator that the spare,-2.8359376936126495,delta_threshold,The operator is calling cues,16.06249980638735,delta_threshold,1,[],none,False,,4,"[4, 5]","[4, 5]",True,True,True,constraint_only,2,False,2,False,no_flip,2,False,no_flip,False,True,True,False,True
291,4,-24.26171875,,,,I am submitting a swab kit.,20.54814668329569,delta_threshold,,[1],medium,True,False,0,"[1, 2, 3]","[1, 2, 3]",False,False,False,neither,2,False,,,,2,False,no_flip,False,False,True,False,True
292,6,-3.8906250912696123,,,,The operator is running cues,10.562500268919393,directional_flip,,[],none,False,,4,"[4, 5]","[4, 5]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
293,4,-10.124999569870852,,,,The mechanic is waiting by the bay fan,5.687499414339982,delta_threshold,,[0],high,True,False,1,"[2, 3]","[2, 3]",False,False,True,neither,2,False,,,,2,False,no_flip,False,False,True,False,True
294,9,0.6718750298023224,The service desk is easy,-6.234375106403604,directional_flip,and record hours,8.132812052615918,shortcut_stability,6,"[6, 7, 8]",high,True,True,4,"[3, 4, 5]","[3, 4, 5]",True,True,True,both_strict,1,True,2,True,shortcut_to_correct,1,False,no_flip,True,True,True,True,True
295,6,2.4843749403953552,and returns no paper,-9.98437503882451,directional_flip,thermal camera.,1.4218749776482582,shortcut_stability,3,[5],medium,True,False,1,"[2, 3, 4, 5]","[2, 3, 4, 5]",False,False,False,neither,1,True,2,True,shortcut_to_correct,1,False,no_flip,True,True,True,True,True
296,5,1.1562499403953552,Their order desk is by the sidewalk.,-10.460937370349711,directional_flip,The RV stripe shop says the replacement stripe,5.375000134343281,shortcut_stability,4,[],none,False,,0,"[1, 2, 3]","[1, 2, 3]",False,False,True,no_evaluable_shortcut,2,True,1,True,shortcut_to_correct,2,False,no_flip,True,True,True,True,True
297,3,-1.1718750596046448,,,,The dealer tech is waiting in the scan lane,9.468750264728442,directional_flip,,[0],medium,True,False,1,[2],[2],False,False,True,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
298,4,-1.3593750447034836,The welder-painter must scan the faded paint on,-6.015624862804543,delta_threshold,,,,1,[],none,False,,,"[1, 2, 3]","[1, 2, 3]",False,False,True,no_evaluable_shortcut,2,False,2,False,no_flip,,,,False,False,True,False,True
299,4,-16.7734375,,,,to read the VIN stamped on the trailer tongue,28.843749806657343,directional_flip,,[0],high,True,False,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
300,4,-24.134521484375,,,,The record scanner takes paper sheets,16.697021485189907,delta_threshold,,[2],medium,True,False,1,"[1, 2, 3]","[1, 2, 3]",True,True,False,constraint_only,2,False,,,,2,False,no_flip,False,False,True,False,True
301,4,4.609375190921128,The bus opacity test is next.,-4.796875190921128,directional_flip,while the bus follows the acceleration prompts.,7.39062509264113,shortcut_stability,0,[0],medium,True,True,3,"[2, 3]","[2, 3]",True,True,True,both_strict,2,True,1,True,shortcut_to_correct,2,False,no_flip,True,True,True,True,True
302,6,-10.343749807918357,The parts counter is across the lot.,-11.781250192081643,delta_threshold,My horse trailer's marker lights flicker,11.812499807918357,directional_flip,5,[5],high,True,True,0,"[2, 3, 4]","[2, 3, 4]",False,False,True,shortcut_only,2,False,2,False,no_flip,1,True,correct_to_shortcut,False,True,True,False,True
303,5,0.1875,after I toggle the switch twice.,-1.6875,directional_flip,The electric pallet jack wakes up only,6.062500054482371,shortcut_stability,1,[],none,False,,0,"[1, 2, 3, 4]","[1, 2, 3, 4]",False,False,True,no_evaluable_shortcut,2,True,1,True,shortcut_to_correct,2,False,no_flip,True,True,True,True,True
304,3,-6.375000132480636,I am updating a parking account file.,-2.0703124410647433,delta_threshold,,,,0,[2],medium,True,False,,"[1, 2]","[1, 2]",False,False,False,neither,1,False,1,False,no_flip,,,,False,False,True,False,True
305,4,-2.000000014901161,The golf-cart controller case is open.,-2.531250129453838,delta_threshold,The mechanic is at the cart barn,3.4531250447034836,directional_flip,0,[0],high,True,True,1,"[2, 3]","[2, 3]",False,False,True,shortcut_only,2,False,2,False,no_flip,1,True,correct_to_shortcut,False,True,True,False,True
306,4,-18.90625,,,,with the clubhouse clerk.,21.21875001490116,directional_flip,,[3],medium,True,False,1,"[2, 3]","[2, 3]",False,False,False,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
307,3,-3.713572066704308,The prepaid label is printed.,-23.09990449579569,delta_threshold,,,,0,[0],medium,True,True,,"[1, 2]","[1, 2]",False,False,True,shortcut_only,2,False,2,False,no_flip,,,,False,False,True,False,True
308,4,-8.687500302214175,,,,The mobility-scooter bin key is approved.,9.609375272411853,directional_flip,,[0],high,True,False,0,"[2, 3]","[2, 3]",False,False,True,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
309,5,2.859375,,,,to warm it up,15.640625,shortcut_stability,,[0],medium,True,False,2,"[1, 2, 3, 4]","[1, 2, 3, 4]",True,True,True,constraint_only,2,True,,,,2,False,no_flip,False,False,False,False,False
310,3,-21.546875,,,,each vehicle's windshield pass as it rolls forward.,6.500000432019988,delta_threshold,,[0],high,True,False,2,"[1, 2]","[1, 2]",True,True,True,constraint_only,2,False,,,,2,False,no_flip,False,False,True,False,True
311,5,-4.640624854713678,,,,while the manufacturer repair portal asks for the,8.828124914318323,directional_flip,,[4],medium,True,False,3,"[2, 3, 4]","[2, 3, 4]",True,True,False,constraint_only,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
312,4,-3.713572066704308,before wardrobe scans it.,-17.20342012079569,delta_threshold,,,,3,[1],medium,True,False,,"[2, 3]","[2, 3]",False,False,False,neither,1,False,1,False,no_flip,,,,False,False,True,False,True
313,4,-21.318359375,,,,The file clerk scans and bins proof pages,43.77734375,directional_flip,,[3],medium,True,False,2,"[2, 3]","[2, 3]",True,True,False,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
314,7,-5.2656251937150955,,,,from the display,7.328125141561031,directional_flip,,[6],high,True,False,3,"[2, 3, 4, 5]","[2, 3, 4, 5]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
315,5,-6.750000174972229,,,,but boarding staff scan the windshield pass as,9.531250174972229,directional_flip,,"[3, 4]",high,True,False,1,"[0, 1, 2]","[0, 1, 2]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
316,4,1.7500000149011612,,,,to watch the front wheel,10.374999672552349,shortcut_stability,,[0],high,True,False,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,1,True,,,,1,False,no_flip,False,False,False,False,False
317,4,-8.921874820021912,,,,to sample exhaust,12.171874704537913,directional_flip,,[0],high,True,False,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
318,4,-19.40625,,,,The zone sticker must be attached,12.593749786028638,delta_threshold,,[1],medium,True,False,1,"[2, 3]","[2, 3]",False,False,False,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
319,5,-20.85546855638735,,,,beside the bay where the truck has,17.027343519134448,delta_threshold,,[0],high,True,False,3,"[1, 4]","[1, 4]",False,False,True,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
320,4,-3.713572066704308,,,,to the dish return door,22.87372831670431,directional_flip,,[],none,False,,2,"[1, 2, 3]","[1, 2, 3]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
321,5,-12.007812068340172,,,,to the windshield.,9.742186956581463,delta_threshold,,[3],medium,True,False,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",True,True,False,constraint_only,1,False,,,,1,False,no_flip,False,False,True,False,True
322,4,-15.93749980638735,,,,,,,,[0],medium,True,False,,"[2, 3]","[2, 3]",False,False,True,neither,2,False,,,,,,,False,False,True,False,True
323,5,-0.375,,,,but the shop must photograph the chassis number,13.062499687318677,directional_flip,,[0],high,True,False,1,"[1, 2, 3]","[1, 2, 3]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
324,4,-16.91015605638735,,,,The grinder repair ticket is open.,12.128905925070868,delta_threshold,,[0],high,True,False,0,"[1, 2, 3]","[1, 2, 3]",False,False,True,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
325,3,-26.9921875,,,,to run a pressure test through the group head.,22.554687708616257,delta_threshold,,[0],high,True,False,2,[2],[2],True,True,True,constraint_only,2,False,,,,2,False,no_flip,False,False,True,False,True
326,4,-3.375,,,,The guard is at the drive-through post waiting,19.781249687183674,directional_flip,,[0],medium,True,False,2,"[1, 3]","[1, 3]",False,False,True,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
327,4,-10.5156251653043,,,,The painter must scan the sun-faded body tub,11.625000105699655,directional_flip,,[0],high,True,False,1,"[1, 2, 3]","[1, 2, 3]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
328,6,5.171875170897692,after-hours lab access file.,-6.031250200700015,directional_flip,while the RFID fob must remain active on,11.085937135489658,shortcut_stability,1,[4],medium,True,False,4,"[2, 3, 4, 5]","[2, 3, 4, 5]",True,True,False,constraint_only,2,True,1,True,shortcut_to_correct,2,False,no_flip,True,True,True,True,True
329,4,-20.468749687183674,,,,before the technician scans it.,20.328124687183674,delta_threshold,,[2],medium,True,False,3,"[2, 3]","[2, 3]",True,True,False,constraint_only,1,False,,,,1,False,no_flip,False,False,True,False,True
330,5,-3.713572066704308,The warehouse lead must scan the GPS tag bolted,-18.91057344110819,delta_threshold,,,,2,[],none,False,,,"[2, 3, 4]","[2, 3, 4]",False,False,True,no_evaluable_shortcut,1,False,1,False,no_flip,,,,False,False,True,False,True
331,4,-19.333984375,,,,The food-truck registration packet is ready.,13.333984287688509,delta_threshold,,[0],high,True,False,0,"[2, 3]","[2, 3]",False,False,True,neither,2,False,,,,2,False,no_flip,False,False,True,False,True
332,6,-16.769530579572688,,,,to keep the original receipt.,14.488280654078494,delta_threshold,,[5],medium,True,False,5,"[2, 3, 4, 5]","[2, 3, 4, 5]",True,True,False,constraint_only,1,False,,,,1,False,no_flip,False,False,True,False,True
333,4,-3.713572066704308,The regrip ticket is open.,-18.78154512079569,delta_threshold,,,,0,[0],high,True,True,,"[1, 2, 3]","[1, 2, 3]",False,False,True,shortcut_only,2,False,2,False,no_flip,,,,False,False,True,False,True
334,4,-5.078125013969839,,,,wiring load test.,7.718749984167516,directional_flip,,"[0, 1]",medium,True,False,1,"[2, 3]","[2, 3]",False,False,True,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
335,4,-1.4843749701976776,,,,to read live data,18.906249776585028,directional_flip,,[0],high,True,False,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
336,3,-18.37499980638735,The intake scanner reads the RMA sticker,-1.8366701154876495,delta_threshold,,,,1,[0],medium,True,False,,[2],[2],False,False,True,neither,1,False,1,False,no_flip,,,,False,False,True,False,True
337,4,-23.1611328125,,,,to hear first engagement,18.81738271098584,delta_threshold,,[0],medium,True,False,2,[3],[3],False,False,True,neither,2,False,,,,2,False,no_flip,False,False,True,False,True
338,4,-23.1572265625,,,,to the drawer front,19.44365449579569,delta_threshold,,[1],medium,True,False,2,"[2, 3]","[2, 3]",True,True,False,constraint_only,2,False,,,,2,False,no_flip,False,False,True,False,True
339,4,-22.525390625,,,,,,,,[0],medium,True,False,,"[2, 3]","[2, 3]",False,False,True,neither,2,False,,,,,,,False,False,True,False,True
340,4,-19.8671875,,,,with the repair-assistance clerk.,36.214843437183674,directional_flip,,[3],medium,True,False,1,"[2, 3]","[2, 3]",False,False,False,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
341,5,-2.9374999701976776,,,,The produce warehouse will release the shipment only,3.5156249403953552,directional_flip,,[4],high,True,False,0,"[1, 2, 3]","[1, 2, 3]",False,False,True,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
342,4,1.7187499552965164,and hear the contactor when I turn the key.,-7.468749779975042,directional_flip,to watch my golf cart power up,0.5468750223517418,shortcut_stability,3,[0],medium,True,False,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,2,True,1,True,shortcut_to_correct,2,False,no_flip,True,True,True,True,True
343,4,-0.328125,Staff scan proof pages and shred them,-17.6328125,delta_threshold,I am documenting a small-appliance purchase at the,0.9843749701976776,directional_flip,2,"[0, 1]",high,True,False,0,"[2, 3]","[2, 3]",False,False,True,neither,2,False,2,False,no_flip,1,True,correct_to_shortcut,False,True,True,False,True
344,4,-14.578125283247005,,,,with the maintenance office.,39.058594033247005,directional_flip,,[3],medium,True,False,1,"[2, 3]","[2, 3]",False,False,False,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
345,5,-22.115234375,,,,,,,,[2],medium,True,False,,"[3, 4]","[3, 4]",False,False,False,neither,2,False,,,,,,,False,False,True,False,True
346,4,-1.0312499701976776,,,,He is waiting at the barn,1.5468749701976776,directional_flip,,[0],medium,True,False,1,"[2, 3]","[2, 3]",False,False,True,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
347,5,-0.6562500298023224,The ATV safety kit is reserved.,-8.867187399300747,delta_threshold,to scan the frame VIN,5.781249867752194,directional_flip,0,[0],high,True,True,2,"[2, 3, 4]","[2, 3, 4]",True,True,True,both_strict,1,False,1,False,no_flip,2,True,correct_to_shortcut,False,True,True,False,True
348,5,-22.234375,,,,I am checking in an audio mixer.,12.820312808813469,delta_threshold,,[1],medium,True,False,0,"[2, 3, 4]","[2, 3, 4]",False,False,False,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
349,5,-3.713572066704308,,,,,,,,[],none,False,,,"[1, 2, 3, 4]","[1, 2, 3, 4]",False,False,True,no_evaluable_shortcut,1,False,,,,,,,False,False,True,False,True
350,4,-4.39062503259629,,,,The tech is at the lane where the,5.59375003259629,directional_flip,,[0],high,True,False,1,"[2, 3]","[2, 3]",False,False,True,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
351,4,-3.718750100582838,to read the freezer unit screen on the truck,-2.7968746616970748,delta_threshold,,,,2,[0],high,True,False,,"[2, 3]","[2, 3]",False,False,True,neither,2,False,2,False,no_flip,,,,False,False,True,False,True
352,5,-3.9375000689178705,The side-by-side axle kit is approved.,-2.2031247506383806,delta_threshold,to photograph the VIN sticker,7.156249949708581,directional_flip,0,[0],high,True,True,2,"[2, 3, 4]","[2, 3, 4]",True,True,True,both_strict,1,False,1,False,no_flip,2,True,correct_to_shortcut,False,True,True,False,True
