id,prediction_original,original_logodds,original_logprob_1,original_logprob_2,probability_method,n_spans,valid_key_detected,predicted_hallucination,decision,true_hallucination,correct_option_eval_only,candidate_index,candidate_text,span_start,span_end,delete_prediction,delete_logodds,delete_logprob_1,delete_logprob_2,delete_delta,delete_flip,emphasis_prediction,emphasis_logodds,emphasis_logprob_1,emphasis_logprob_2,emphasis_delta,emphasis_flip,candidate_score,passes_candidate_gate,selected_top_k,negated_sentence,negated_prompt,rewrite_valid,notes,negation_prediction,negation_logodds,negation_logprob_1,negation_logprob_2,negation_delta,negation_flip,method_consistent,surface_preserved,predicted_key_type,classification_reason,negation_significant,key_confidence
47,1,-0.7500000298023224,-0.38687190413475037,-1.1368719339370728,logprobs,5,True,False,constraint_evidence,False,1,1,The cart-barn clerk scans paper proof,45,82,1,-6.359374812571332,-0.0017320599872618914,-6.361106872558594,-5.6093747827690095,False,1,-10.023437904565071,-4.537180211627856e-05,-10.023483276367188,-9.273437874762749,False,9.273437874762749,True,True,"The cart-barn clerk does not scan paper proof and discards it, while the cart permit must remain active on the steering column.","Scenario: I am updating my resort cart file. The cart-barn clerk does not scan paper proof and discards it, while the cart permit must remain active on the steering column. What should I submit to the cart-barn clerk?
Option1: A paper copy of the cart permit
Option2: The physical cart permit
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-1.3906249850988388,-0.22227992117404938,-1.6129049062728882,-0.6406249552965164,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
47,1,-0.7500000298023224,-0.38687190413475037,-1.1368719339370728,logprobs,5,True,False,constraint_evidence,False,1,2,and discards it,83,98,1,-11.164062903169906,-1.580929347255733e-05,-11.164078712463379,-10.414062873367584,False,1,-0.7499999403953552,-0.3868716359138489,-1.136871576309204,8.940696716308594e-08,False,10.414062873367584,True,True,"The cart-barn clerk scans paper proof and does not discard it, while the cart permit must remain active on the steering column.","Scenario: I am updating my resort cart file. The cart-barn clerk scans paper proof and does not discard it, while the cart permit must remain active on the steering column. What should I submit to the cart-barn clerk?
Option1: A paper copy of the cart permit
Option2: The physical cart permit
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-4.640624865889549,-0.00960792601108551,-4.650232791900635,-3.890624836087227,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
47,1,-0.7500000298023224,-0.38687190413475037,-1.1368719339370728,logprobs,5,True,False,constraint_evidence,False,1,3,while the cart permit must remain active on,100,143,1,-8.312499608990038,-0.00024739265791140497,-8.31274700164795,-7.562499579187715,False,1,-1.5781249850988388,-0.18761147558689117,-1.76573646068573,-0.8281249552965164,False,7.562499579187715,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
47,1,-0.7500000298023224,-0.38687190413475037,-1.1368719339370728,logprobs,5,True,False,constraint_evidence,False,1,4,the steering column.,144,164,1,-3.250000014901161,-0.03804849088191986,-3.288048505783081,-2.499999985098839,False,1,-5.671875203261152,-0.0034387463238090277,-5.675313949584961,-4.9218751734588295,False,4.9218751734588295,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
48,1,-3.044522437723423,-0.04652001563489282,-3.0910424533583156,sampling,3,False,,ambiguous,False,1,0,I am submitting a course add card.,10,44,1,-3.044522437723423,-0.04652001563489282,-3.0910424533583156,0.0,False,1,-3.044522437723423,-0.04652001563489282,-3.0910424533583156,0.0,False,0.0,False,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
48,1,-3.044522437723423,-0.04652001563489282,-3.0910424533583156,sampling,3,False,,ambiguous,False,1,1,The department says signed paper cards must be,45,91,1,-3.044522437723423,-0.04652001563489282,-3.0910424533583156,0.0,False,1,-3.044522437723423,-0.04652001563489282,-3.0910424533583156,0.0,False,0.0,False,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
48,1,-3.044522437723423,-0.04652001563489282,-3.0910424533583156,sampling,3,False,,ambiguous,False,1,2,put in the registrar's drop box.,92,124,1,-3.044522437723423,-0.04652001563489282,-3.0910424533583156,0.0,False,1,-3.044522437723423,-0.04652001563489282,-3.0910424533583156,0.0,False,0.0,False,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
49,1,-8.500000426764018,-0.00020461321400944144,-8.500205039978027,logprobs,5,True,False,constraint_evidence,False,1,0,The garage permit form is finished.,10,45,1,-9.546875286621798,-7.219262624857947e-05,-9.546947479248047,-1.0468748598577804,False,1,-13.265624925681095,-1.981667537620524e-06,-13.265626907348633,-4.765624498917077,False,4.765624498917077,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
49,1,-8.500000426764018,-0.00020461321400944144,-8.500205039978027,logprobs,5,True,False,constraint_evidence,False,1,1,The attendant is waiting at the entry arm,46,87,1,-0.375,-0.5231270790100098,-0.8981270790100098,8.125000426764018,False,1,-8.843750178217306,-0.00014573395310435444,-8.84389591217041,-0.3437497514532879,False,8.125000426764018,True,True,The attendant is not waiting at the entry arm to make one test pass with the windshield tag before marking it active.,"Scenario: The garage permit form is finished. The attendant is not waiting at the entry arm to make one test pass with the windshield tag before marking it active. Should I drive the car through the reader or walk to the reader without it?
Option1: Drive the car through the reader
Option2: Walk to the reader without the car
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,0.765625,-1.1475108861923218,-0.3818858861923218,9.265625426764018,True,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
49,1,-8.500000426764018,-0.00020461321400944144,-8.500205039978027,logprobs,5,True,False,constraint_evidence,False,1,2,to make one test pass,88,109,1,-2.9062499590218067,-0.053239624947309494,-2.959489583969116,5.593750467742211,False,2,0.15625,-0.7743220925331116,-0.6180720925331116,8.656250426764018,True,10.656250426764018,True,True,The attendant is waiting at the entry arm to not make one test pass with the windshield tag before marking it active.,"Scenario: The garage permit form is finished. The attendant is waiting at the entry arm to not make one test pass with the windshield tag before marking it active. Should I drive the car through the reader or walk to the reader without it?
Option1: Drive the car through the reader
Option2: Walk to the reader without the car
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-7.578124839812517,-0.0005146674811840057,-7.578639507293701,0.9218755869515007,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
49,1,-8.500000426764018,-0.00020461321400944144,-8.500205039978027,logprobs,5,True,False,constraint_evidence,False,1,3,with the windshield tag,110,133,1,-3.5781250689178705,-0.027547767385840416,-3.605672836303711,4.921875357846147,False,1,-6.1015622722916305,-0.002245177049189806,-6.10380744934082,2.3984381544723874,False,4.921875357846147,True,True,The attendant is waiting at the entry arm to make one test pass without the windshield tag before marking it active.,"Scenario: The garage permit form is finished. The attendant is waiting at the entry arm to make one test pass without the windshield tag before marking it active. Should I drive the car through the reader or walk to the reader without it?
Option1: Drive the car through the reader
Option2: Walk to the reader without the car
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-0.015625,-0.6853657364845276,-0.7009907364845276,8.484375426764018,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
49,1,-8.500000426764018,-0.00020461321400944144,-8.500205039978027,logprobs,5,True,False,constraint_evidence,False,1,4,before marking it active.,134,159,1,-7.609374831663445,-0.0004975094925612211,-7.609872341156006,0.8906255951005733,False,1,-6.499999919440597,-0.0015068859793245792,-6.501506805419922,2.0000005073234206,False,2.0000005073234206,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
51,2,18.0,-18.0,0.0,logprobs,5,True,False,constraint_evidence,False,2,0,The assembled basketball hoop base is ready.,10,54,2,5.468750167172402,-5.472958087921143,-0.004207920748740435,-12.531249832827598,False,2,23.875,-23.875,0.0,5.875,False,12.531249832827598,True,True,The assembled basketball hoop base is not ready.,"Scenario: The assembled basketball hoop base is not ready. Staff are at the back lot to load it into the truck bed with a cart. For this step, what should I do?
Option1: Bring only the order slip to the back lot
Option2: Move the truck to the back lot
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,Negated only the target span by inserting 'not' before 'ready'; all other content preserved.,2,9.531249690604454,-9.531322479248047,-7.278864359250292e-05,-8.468750309395546,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
51,2,18.0,-18.0,0.0,logprobs,5,True,False,constraint_evidence,False,2,1,Staff are at the back lot,55,80,2,10.750000284237103,-10.750021934509277,-2.165027217415627e-05,-7.249999715762897,False,2,26.283203125,-26.283203125,0.0,8.283203125,False,8.283203125,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
51,2,18.0,-18.0,0.0,logprobs,5,True,False,constraint_evidence,False,2,2,to load it,81,91,2,5.531250081956387,-5.535203456878662,-0.003953374922275543,-12.468749918043613,False,2,12.687499687318677,-12.68750286102295,-3.173704271830502e-06,-5.312500312681323,False,12.468749918043613,True,True,Staff are at the back lot not to load it into the truck bed with a cart.,"Scenario: The assembled basketball hoop base is ready. Staff are at the back lot not to load it into the truck bed with a cart. For this step, what should I do?
Option1: Bring only the order slip to the back lot
Option2: Move the truck to the back lot
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,21.625,-21.625,0.0,3.625,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
51,2,18.0,-18.0,0.0,logprobs,5,True,False,constraint_evidence,False,2,3,into the truck bed,92,110,2,9.468749929234036,-9.468827247619629,-7.73183855926618e-05,-8.531250070765964,False,2,14.632812902450667,-14.632813453674316,-5.512236498361744e-07,-3.3671870975493334,False,8.531250070765964,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
51,2,18.0,-18.0,0.0,logprobs,5,True,False,constraint_evidence,False,2,4,with a cart.,111,123,2,16.04687480638735,-16.046875,-1.9361264946837764e-07,-1.9531251936126495,False,2,3.874999901279807,-3.8955419063568115,-0.020542005077004433,-14.125000098720193,False,14.125000098720193,True,True,"Staff are at the back lot to load it into the truck bed without a cart. For this step, what should I do?","Scenario: The assembled basketball hoop base is ready. Staff are at the back lot to load it into the truck bed without a cart. For this step, what should I do?
Option1: Bring only the order slip to the back lot
Option2: Move the truck to the back lot
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,Replaced the target span 'with a cart.' by negating it to 'without a cart.'; all other text preserved.,2,23.216796875,-23.216796875,0.0,5.216796875,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
52,1,-13.789062068025032,-1.3856492842023727e-06,-13.789063453674316,logprobs,4,True,False,constraint_evidence,False,1,0,The scooter shop can order the safety-recall part,10,59,1,-8.64062518341234,-0.00017815368482843041,-8.640803337097168,5.148436884612693,False,1,-16.23046855638735,-1.9361264946837764e-07,-16.23046875,-2.4414064883623183,False,5.148436884612693,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
52,1,-13.789062068025032,-1.3856492842023727e-06,-13.789063453674316,logprobs,4,True,False,constraint_evidence,False,1,1,but the service writer must scan the frame number,61,110,1,-0.5625000298023224,-0.4509377181529999,-1.0134377479553223,13.22656203822271,False,1,-16.6796875,0.0,-16.6796875,-2.890625431974968,False,13.22656203822271,True,True,"Scenario: The scooter shop can order the safety-recall part, but the service writer must not scan the frame number and note the odometer at intake.","Scenario: The scooter shop can order the safety-recall part, but the service writer must not scan the frame number and note the odometer at intake. The front counter is easy to reach. Should I bring the scooter to intake or walk to the front counter?
Option1: Bring the scooter to intake
Option2: Walk to the front counter
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,18.2890625,-18.2890625,0.0,32.07812456802503,True,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
52,1,-13.789062068025032,-1.3856492842023727e-06,-13.789063453674316,logprobs,4,True,False,constraint_evidence,False,1,2,and note the odometer at intake.,111,143,2,1.375,-1.6004126071929932,-0.22541260719299316,15.164062068025032,True,1,-13.71875040249563,-1.5048530030981055e-06,-13.718751907348633,0.07031166552940249,False,17.164062068025032,True,True,"Scenario: The scooter shop can order the safety-recall part, but the service writer must scan the frame number and not note the odometer at intake. The front counter is easy to reach.","Scenario: The scooter shop can order the safety-recall part, but the service writer must scan the frame number and not note the odometer at intake. The front counter is easy to reach. Should I bring the scooter to intake or walk to the front counter?
Option1: Bring the scooter to intake
Option2: Walk to the front counter
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-2.1874999329447746,-0.10633737593889236,-2.293837308883667,11.601562135080258,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
52,1,-13.789062068025032,-1.3856492842023727e-06,-13.789063453674316,logprobs,4,True,False,constraint_evidence,False,1,3,The front counter is easy to reach.,144,179,1,-14.269531175635962,-1.0280383548888494e-06,-14.269532203674316,-0.4804691076109293,False,1,-5.687500006286427,-0.0033831533510237932,-5.690883159637451,8.101562061738605,False,8.101562061738605,True,True,The front counter is not easy to reach.,"Scenario: The scooter shop can order the safety-recall part, but the service writer must scan the frame number and note the odometer at intake. The front counter is not easy to reach. Should I bring the scooter to intake or walk to the front counter?
Option1: Bring the scooter to intake
Option2: Walk to the front counter
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-10.234374688894604,-3.6550729419104755e-05,-10.234411239624023,3.554687379130428,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
53,2,20.33203125,-20.33203125,0.0,logprobs,5,True,False,constraint_evidence,False,2,0,The donated washer pickup is authorized.,10,50,2,19.54296875,-19.54296875,0.0,-0.7890625,False,2,22.7109375,-22.7109375,0.0,2.37890625,False,2.37890625,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
53,2,20.33203125,-20.33203125,0.0,logprobs,5,True,False,constraint_evidence,False,2,1,The crew is at the alley gate,51,80,2,21.75,-21.75,0.0,1.41796875,False,2,25.390625,-25.390625,0.0,5.05859375,False,5.05859375,True,True,The crew is not at the alley gate to load it straight into my pickup and photograph the secured load.,"Scenario: The donated washer pickup is authorized. The crew is not at the alley gate to load it straight into my pickup and photograph the secured load. For this step, what should I do?
Option1: Walk to the alley gate without the pickup
Option2: Drive the pickup to the alley gate
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,9.062500169486157,-9.062616348266602,-0.00011617878044489771,-11.269531080513843,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
53,2,20.33203125,-20.33203125,0.0,logprobs,5,True,False,constraint_evidence,False,2,2,to load it straight,81,100,2,4.093750078231096,-4.110289573669434,-0.016539495438337326,-16.238281171768904,False,2,24.40234375,-24.40234375,0.0,4.0703125,False,16.238281171768904,True,True,The crew is at the alley gate to not load it straight into my pickup and photograph the secured load.,"Scenario: The donated washer pickup is authorized. The crew is at the alley gate to not load it straight into my pickup and photograph the secured load. For this step, what should I do?
Option1: Walk to the alley gate without the pickup
Option2: Drive the pickup to the alley gate
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,5.5468748298007995,-5.550766944885254,-0.0038921150844544172,-14.7851564201992,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
53,2,20.33203125,-20.33203125,0.0,logprobs,5,True,False,constraint_evidence,False,2,3,into my pickup,101,115,2,6.937499826424755,-6.938470840454102,-0.0009710140293464065,-13.394531423575245,False,2,24.23046875,-24.23046875,0.0,3.8984375,False,13.394531423575245,True,True,The crew is at the alley gate to load it straight not into my pickup and photograph the secured load.,"Scenario: The donated washer pickup is authorized. The crew is at the alley gate to load it straight not into my pickup and photograph the secured load. For this step, what should I do?
Option1: Walk to the alley gate without the pickup
Option2: Drive the pickup to the alley gate
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,Only the target span was minimally negated by inserting 'not' before it; all other text is unchanged.,2,6.265624998137355,-6.267523765563965,-0.001898767426609993,-14.066406251862645,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
53,2,20.33203125,-20.33203125,0.0,logprobs,5,True,False,constraint_evidence,False,2,4,and photograph the secured load.,116,148,2,15.601562187183674,-15.6015625,-3.128163257315464e-07,-4.730469062816326,False,2,24.484375,-24.484375,0.0,4.15234375,False,4.730469062816326,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
54,2,21.0703125,-21.0703125,0.0,logprobs,6,True,False,constraint_evidence,False,2,0,I am giving renovation clerk proof for a,10,50,2,2.906249988824129,-2.9594879150390625,-0.053237926214933395,-18.16406251117587,False,2,13.484375283292025,-13.484376907348633,-1.6240566083070007e-06,-7.5859372167079755,False,18.16406251117587,True,True,Scenario: I am not giving renovation clerk proof for a tile saw.,"Scenario: I am not giving renovation clerk proof for a tile saw. The clerk stores a scan and returns no paper, while the motor warranty packet asks me to keep the original receipt. What should I give renovation clerk?
Option1: The original receipt
Option2: A printed copy of the receipt
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,13.640624687228637,-13.640625953674316,-1.2664456789934775e-06,-7.429687812771363,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
54,2,21.0703125,-21.0703125,0.0,logprobs,6,True,False,constraint_evidence,False,2,1,tile saw.,51,60,2,11.828125045154593,-11.828132629394531,-7.584239938296378e-06,-9.242187454845407,False,2,19.27734375,-19.27734375,0.0,-1.79296875,False,9.242187454845407,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
54,2,21.0703125,-21.0703125,0.0,logprobs,6,True,False,constraint_evidence,False,2,2,The clerk stores a scan,61,84,2,5.703125066123903,-5.706455230712891,-0.0033301645889878273,-15.367187433876097,False,2,9.687499928564648,-9.687562942504883,-6.301394023466855e-05,-11.382812571435352,False,15.367187433876097,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
54,2,21.0703125,-21.0703125,0.0,logprobs,6,True,False,constraint_evidence,False,2,3,and returns no paper,85,105,2,6.42187498905696,-6.423500061035156,-0.0016250719781965017,-14.64843751094304,False,2,12.26562468740849,-12.265629768371582,-5.080963092041202e-06,-8.80468781259151,False,14.64843751094304,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
54,2,21.0703125,-21.0703125,0.0,logprobs,6,True,False,constraint_evidence,False,2,4,while the motor warranty packet asks me,107,146,1,-0.125,-0.6325993537902832,-0.7575993537902832,-21.1953125,True,2,16.328124567980012,-16.328125,-4.320199877838604e-07,-4.742187932019988,False,23.1953125,True,True,"The clerk stores a scan and returns no paper, while the motor warranty packet does not ask me to keep the original receipt.","Scenario: I am giving renovation clerk proof for a tile saw. The clerk stores a scan and returns no paper, while the motor warranty packet does not ask me to keep the original receipt. What should I give renovation clerk?
Option1: The original receipt
Option2: A printed copy of the receipt
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,0.8593750596046448,-1.212442398071289,-0.3530673384666443,-20.210937440395355,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
54,2,21.0703125,-21.0703125,0.0,logprobs,6,True,False,constraint_evidence,False,2,5,to keep the original receipt.,147,176,2,2.1562499329447746,-2.265784740447998,-0.10953480750322342,-18.914062567055225,False,2,14.63281254483968,-14.632813453674316,-9.088346359931165e-07,-6.43749995516032,False,18.914062567055225,True,True,"Scenario: I am giving renovation clerk proof for a tile saw. The clerk stores a scan and returns no paper, while the motor warranty packet asks me not to keep the original receipt. What should I give renovation clerk?
Option1: The original receipt
Option2: A printed copy of the receipt
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.","Scenario: I am giving renovation clerk proof for a tile saw. The clerk stores a scan and returns no paper, while the motor warranty packet asks me not to keep the original receipt. What should I give renovation clerk?
Option1: The original receipt
Option2: A printed copy of the receipt
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,2.781249988824129,-2.841367483139038,-0.06011749431490898,-18.28906251117587,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
55,1,-13.124999687318677,-3.173704271830502e-06,-13.12500286102295,logprobs,4,True,False,constraint_evidence,False,1,0,I am documenting a dehumidifier purchase,10,50,1,-10.335937784868293,-3.500108141452074e-05,-10.335972785949707,2.789061902450385,False,1,-16.714844629310278,-1.0280383548888494e-06,-16.714845657348633,-3.5898449419916005,False,3.5898449419916005,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
55,1,-13.124999687318677,-3.173704271830502e-06,-13.12500286102295,logprobs,4,True,False,constraint_evidence,False,1,1,with the tenant-support clerk.,51,81,2,8.984374700463377,-8.984500885009766,-0.0001261845463886857,22.109374387782054,True,1,-19.28124980638735,-1.9361264946837764e-07,-19.28125,-6.156250119068673,False,24.109374387782054,True,True,"Scenario: I am documenting a dehumidifier purchase not with the tenant-support clerk. The clerk scans proof pages and discards them, while the manufacturer rebate requires the original dated receipt.","Scenario: I am documenting a dehumidifier purchase not with the tenant-support clerk. The clerk scans proof pages and discards them, while the manufacturer rebate requires the original dated receipt. What should I hand to the tenant-support clerk?
Option1: A printed copy of the dated receipt
Option2: The original dated receipt
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-16.771485254310278,-1.0280383548888494e-06,-16.771486282348633,-3.6464855669916005,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
55,1,-13.124999687318677,-3.173704271830502e-06,-13.12500286102295,logprobs,4,True,False,constraint_evidence,False,1,2,The clerk scans proof pages and discards them,82,127,1,-1.453125,-0.21013331413269043,-1.6632583141326904,11.671874687318677,False,1,-20.86083965013735,-1.9361264946837764e-07,-20.86083984375,-7.735839962818673,False,11.671874687318677,True,True,"The clerk does not scan proof pages and discard them, while the manufacturer rebate requires the original dated receipt.","Scenario: I am documenting a dehumidifier purchase with the tenant-support clerk. The clerk does not scan proof pages and discard them, while the manufacturer rebate requires the original dated receipt. What should I hand to the tenant-support clerk?
Option1: A printed copy of the dated receipt
Option2: The original dated receipt
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-16.332030817980012,-4.320199877838604e-07,-16.33203125,-3.207031130661335,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
55,1,-13.124999687318677,-3.173704271830502e-06,-13.12500286102295,logprobs,4,True,False,constraint_evidence,False,1,3,while the manufacturer rebate requires the original dated receipt.,129,195,1,-6.218749962514266,-0.0019989388529211283,-6.2207489013671875,6.906249724804411,False,1,-8.601562687545083,-0.00018768629524856806,-8.601750373840332,4.523436999773594,False,6.906249724804411,True,True,"The clerk scans proof pages and discards them, while the manufacturer rebate does not require the original dated receipt. What should I hand to the tenant-support clerk?","Scenario: I am documenting a dehumidifier purchase with the tenant-support clerk. The clerk scans proof pages and discards them, while the manufacturer rebate does not require the original dated receipt. What should I hand to the tenant-support clerk?
Option1: A printed copy of the dated receipt
Option2: The original dated receipt
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-9.695312667237886,-6.8497312895488e-05,-9.695381164550781,3.4296870200807916,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
56,1,-0.390625,-0.516789436340332,-0.907414436340332,logprobs,4,True,False,constraint_evidence,True,2,0,I am adding a washer purchase,10,39,1,0.0,-0.6931489706039429,-0.6931489706039429,0.390625,False,1,-4.203125108964741,-0.014840017072856426,-4.217965126037598,-3.8125001089647412,False,3.8125001089647412,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
56,1,-0.390625,-0.516789436340332,-0.907414436340332,logprobs,4,True,False,constraint_evidence,True,2,1,to my building file.,40,60,1,-4.984375173225999,-0.006821935996413231,-4.991197109222412,-4.593750173225999,False,1,-2.718749977648258,-0.06387355178594589,-2.782623529434204,-2.328124977648258,False,4.593750173225999,True,True,"Scenario: I am not adding a washer purchase to my building file. The office scans sheets and shreds them, while the rebate form asks for the original receipt.","Scenario: I am not adding a washer purchase to my building file. The office scans sheets and shreds them, while the rebate form asks for the original receipt. What should I hand to the building office?
Option1: The original washer receipt
Option2: A copy of the washer receipt
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,Negated only the proposition containing the target span by inserting 'not' before 'adding'; all other content preserved.,2,0.703125,-1.1052768230438232,-0.40215182304382324,1.09375,True,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
56,1,-0.390625,-0.516789436340332,-0.907414436340332,logprobs,4,True,False,constraint_evidence,True,2,2,The office scans sheets and shreds them,61,100,1,-1.7343750596046448,-0.16255778074264526,-1.89693284034729,-1.3437500596046448,False,1,-4.406250083819032,-0.012128269299864769,-4.4183783531188965,-4.015625083819032,False,4.015625083819032,True,True,"The office does not scan sheets and shred them, while the rebate form asks for the original receipt.","Scenario: I am adding a washer purchase to my building file. The office does not scan sheets and shred them, while the rebate form asks for the original receipt. What should I hand to the building office?
Option1: The original washer receipt
Option2: A copy of the washer receipt
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-0.8281250298023224,-0.36246809363365173,-1.1905931234359741,-0.4375000298023224,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,0.9722222884496055
56,1,-0.390625,-0.516789436340332,-0.907414436340332,logprobs,4,True,False,constraint_evidence,True,2,3,while the rebate form asks for the original receipt.,102,154,2,7.218749985739123,-7.219482898712158,-0.0007329129730351269,7.609374985739123,True,2,9.81250040501618,-9.812555313110352,-5.490809417096898e-05,10.20312540501618,True,12.20312540501618,True,True,"The office scans sheets and shreds them, while the rebate form does not ask for the original receipt. What should I hand to the building office?","Scenario: I am adding a washer purchase to my building file. The office scans sheets and shreds them, while the rebate form does not ask for the original receipt. What should I hand to the building office?
Option1: The original washer receipt
Option2: A copy of the washer receipt
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,21.21875,-21.21875,0.0,21.609375,True,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
57,1,-19.53125,0.0,-19.53125,logprobs,6,True,False,constraint_evidence,False,1,0,The marina approved my jet-ski repair,10,47,1,-1.65625,-0.17467069625854492,-1.830920696258545,17.875,False,1,-19.81249980638735,-1.9361264946837764e-07,-19.8125,-0.28124980638735053,False,17.875,True,True,"Scenario: The marina did not approve my jet-ski repair, but intake has to scan the hull number and record engine hours before opening the bay ticket.","Scenario: The marina did not approve my jet-ski repair, but intake has to scan the hull number and record engine hours before opening the bay ticket. The counter is near the launch ramp. Should I bring the jet ski to intake or walk to the counter?
Option1: Bring the jet ski to intake
Option2: Walk to the counter
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-4.984374823514372,-0.006822762545198202,-4.99119758605957,14.546875176485628,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
57,1,-19.53125,0.0,-19.53125,logprobs,6,True,False,constraint_evidence,False,1,1,but intake has,49,63,1,-7.914062270516297,-0.00036691725836135447,-7.914429187774658,11.617187729483703,False,1,-15.117187187183674,-3.128163257315464e-07,-15.1171875,4.414062812816326,False,11.617187729483703,True,True,"Scenario: The marina approved my jet-ski repair, but intake does not have to scan the hull number and record engine hours before opening the bay ticket.","Scenario: The marina approved my jet-ski repair, but intake does not have to scan the hull number and record engine hours before opening the bay ticket. The counter is near the launch ramp. Should I bring the jet ski to intake or walk to the counter?
Option1: Bring the jet ski to intake
Option2: Walk to the counter
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,7.437500237603672,-7.438089370727539,-0.0005891331238672137,26.968750237603672,True,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
