item_index,item_id,condition,text,prior_shortcut_margin,correct_margin,prediction,is_correct,detector_probability,detector_trigger
414,414,prior_high,"Before attaching the tag, the volunteer verifies the scooter's ID and records the mileage.",-3.125,1.375,2,True,0.5101875388897682,False
414,414,pdp,The volunteer verifies the scooter's ID label and takes note of its mileage before attaching the tag.,-4.5,1.375,2,True,0.5101875388897682,False
414,414,context_link,This action is necessary to ensure the tag is issued correctly.,,2.125,2,True,0.5101875388897682,False
414,414,joint,PDP + CKL,,2.0,2,True,0.5101875388897682,False
416,416,original,The forklift driver is at the loading dock to lower the cartons into my vehicle before release.,-2.625,6.125,2,True,0.4582014325326007,False
416,416,common_control,The forklift driver is waiting at the loading dock to unload the cartons into my vehicle.,-2.625,6.625,2,True,0.4582014325326007,False
416,416,prior_low,The forklift driver is present at the loading dock to unload the cartons into my vehicle.,-3.0,6.75,2,True,0.4582014325326007,False
416,416,prior_mid,"The forklift driver is stationed at the loading dock, preparing to lower the cartons into my vehicle.",-2.125,6.0,2,True,0.4582014325326007,False
416,416,prior_high,The forklift driver is available at the loading dock to lower the cartons into my vehicle.,-1.375,5.625,2,True,0.4582014325326007,False
416,416,pdp,The forklift driver is present at the loading dock to unload the cartons into my vehicle.,-3.0,6.75,2,True,0.4582014325326007,False
416,416,context_link,The presence of the forklift driver at the loading dock implies that it is now possible to proceed with loading the cartons into my vehicle.,,6.125,2,True,0.4582014325326007,False
416,416,joint,PDP + CKL,,7.125,2,True,0.4582014325326007,False
424,424,original,I am updating a maintenance file with a fan purchase.,0.375,2.25,2,True,0.4180461148491045,False
424,424,common_control,I am updating the maintenance log with a fan purchase.,0.375,2.25,2,True,0.4180461148491045,False
424,424,prior_low,I am adding a fan purchase to the maintenance file.,0.375,2.375,2,True,0.4180461148491045,False
424,424,prior_mid,I am updating a maintenance file to record a fan purchase.,0.625,2.125,2,True,0.4180461148491045,False
424,424,prior_high,I need to document a fan purchase in the maintenance file.,1.25,2.5,2,True,0.4180461148491045,False
424,424,pdp,I am updating the maintenance log with a fan purchase.,0.375,2.25,2,True,0.4180461148491045,False
424,424,context_link,"The maintenance file update requires a record of the fan purchase, which is necessary for the rebate claim.",,2.375,2,True,0.4180461148491045,False
424,424,joint,PDP + CKL,,2.5,2,True,0.4180461148491045,False
427,427,original,The supervisor at the loading door checks the truck freezer display and seal before dispatch.,-0.375,0.125,1,True,0.5911885691714458,True
427,427,common_control,The supervisor at the loading door checks the truck's freezer display and seal before sending it off.,-0.375,0.375,1,True,0.5911885691714458,True
427,427,prior_low,The loading door supervisor confirms the truck's freezer display and seal meet the necessary requirements before it leaves.,-0.75,0.375,1,True,0.5911885691714458,True
427,427,prior_mid,The supervisor at the loading door confirms the truck's freezer display and seal are secure before the truck moves.,-0.125,-0.125,2,False,0.5911885691714458,True
427,427,prior_high,The loading door supervisor verifies the condition of the truck's freezer display and seal before the truck is dispatched.,0.375,0.5,1,True,0.5911885691714458,True
427,427,pdp,The loading door supervisor confirms the truck's freezer display and seal meet the necessary requirements before it leaves.,-0.75,0.375,1,True,0.5911885691714458,True
427,427,context_link,The supervisor's verification of the truck's freezer display and seal before dispatch is crucial for ensuring the truck is ready for loading.,,0.375,1,True,0.5911885691714458,True
427,427,joint,PDP + CKL,,0.625,1,True,0.5911885691714458,True
433,433,original,The yard crew is at the pickup lane to load the bags into my vehicle.,-0.75,0.0,1,True,0.45401698921108014,False
433,433,common_control,The yard crew is at the pickup area to load the mulch bags into my vehicle.,-0.75,-0.125,2,False,0.45401698921108014,False
433,433,prior_low,The yard crew is waiting at the pickup lane to load the mulch bags into my vehicle.,-1.5,-0.25,2,False,0.45401698921108014,False
433,433,prior_mid,The yard crew is loading the mulch bags into my vehicle at the pickup area.,-0.875,0.25,1,True,0.45401698921108014,False
433,433,prior_high,The yard crew is at the pickup stop to load the mulch bags into my vehicle.,-0.5,0.0,1,True,0.45401698921108014,False
433,433,pdp,The yard crew is waiting at the pickup lane to load the mulch bags into my vehicle.,-1.5,-0.25,2,False,0.45401698921108014,False
433,433,context_link,The yard crew's presence at the pickup lane implies that the mulch order has been completed and can be loaded into my vehicle.,,0.25,1,True,0.45401698921108014,False
433,433,joint,PDP + CKL,,0.125,1,True,0.45401698921108014,False
434,434,original,The clerk is at the service lane to photograph the transponder mount on my windshield.,-3.625,3.125,2,True,0.40502302133244855,False
434,434,common_control,The clerk has set up at the service lane to take a picture of the transponder mount on my windshield.,-3.625,3.375,2,True,0.40502302133244855,False
434,434,prior_low,The clerk is waiting at the service lane to take a picture of the transponder mount on my windshield.,-4.125,3.75,2,True,0.40502302133244855,False
434,434,prior_mid,The clerk is positioned at the service lane to capture an image of the transponder mount on my windshield.,-3.75,3.125,2,True,0.40502302133244855,False
434,434,prior_high,The clerk is currently at the service lane to photograph the transponder mount that's attached to my windshield.,-3.0,2.75,2,True,0.40502302133244855,False
434,434,pdp,The clerk is located at the service lane to photograph the transponder mount that's on my windshield.,-4.125,3.0,2,True,0.40502302133244855,False
434,434,context_link,"This indicates that the clerk's task is to verify the transponder mount's presence on my windshield, which is essential for resolving the toll-tag dispute.",,4.25,2,True,0.40502302133244855,False
434,434,joint,PDP + CKL,,4.5,2,True,0.40502302133244855,False
446,446,original,The rental counter is in the same lot.,0.375,0.25,1,True,0.3242068418813317,False
446,446,common_control,The rental counter is right in the same vicinity as the rental yard.,0.375,0.0,1,True,0.3242068418813317,False
446,446,prior_low,The rental counter is situated right next to the rental yard.,-0.5,0.0,1,True,0.3242068418813317,False
446,446,prior_mid,You can find the rental counter in the same area as the rental yard.,1.625,-0.625,2,False,0.3242068418813317,False
446,446,prior_high,The counter is accessible from the same lot where you're currently located.,2.875,-1.375,2,False,0.3242068418813317,False
446,446,pdp,The rental counter is situated right next to the rental yard.,-0.5,0.0,1,True,0.3242068418813317,False
446,446,context_link,This proximity indicates that it's feasible to go to the counter without moving the trailer.,,-2.125,2,False,0.3242068418813317,False
446,446,joint,PDP + CKL,,-1.875,2,False,0.3242068418813317,False
451,451,original,The mechanic is at the rear gate because it must roll straight into the van.,-0.375,-4.625,2,False,0.5962143471756928,True
451,451,common_control,The mechanic is ready at the rear gate to load the bike into the van.,-0.25,-3.625,2,False,0.5962143471756928,True
451,451,prior_low,The mechanic is stationed at the rear gate to facilitate easy van loading.,-2.0,-2.75,2,False,0.5962143471756928,True
451,451,prior_mid,The mechanic is positioned at the rear gate to facilitate a seamless van loading process.,-1.5,-2.75,2,False,0.5962143471756928,True
451,451,prior_high,The mechanic is waiting at the rear gate to load the cargo bike into the van.,-0.25,-4.375,2,False,0.5962143471756928,True
451,451,pdp,The mechanic is located at the rear gate to make van loading a breeze.,-2.0,-2.0,2,False,0.5962143471756928,True
451,451,context_link,This indicates that the mechanic's location at the rear gate is contingent upon the assembled cargo bike's need to roll straight into the van.,,-3.25,2,False,0.5962143471756928,True
451,451,joint,PDP + CKL,,-3.125,2,False,0.5962143471756928,True
454,454,original,The organizer is moderating a silent reading event.,1.375,-0.625,2,False,0.5968528971229943,True
454,454,common_control,The organizer is in charge of a reading event that requires complete quietness.,1.375,-0.125,2,False,0.5968528971229943,True
454,454,prior_low,The organizer is facilitating a quiet reading activity.,-0.0,0.0,1,True,0.5968528971229943,True
454,454,prior_mid,The organizer is running a reading event with a silent atmosphere.,1.125,-0.875,2,False,0.5968528971229943,True
454,454,prior_high,The organizer is presiding over a reading session that requires silence.,2.25,-1.5,2,False,0.5968528971229943,True
454,454,pdp,The organizer is facilitating a quiet reading activity.,-0.0,0.0,1,True,0.5968528971229943,True
454,454,context_link,The silence requirement implies that a discreet notification method should be used.,,0.375,1,True,0.5968528971229943,True
454,454,joint,PDP + CKL,,1.75,1,True,0.5968528971229943,True
455,455,original,I need to tell the caption operator that the alternate script page is in the shared folder.,-2.875,5.5,2,True,0.5196258090102638,False
455,455,common_control,I need to communicate to the caption operator that the alternate script page is in the shared folder.,-2.875,6.25,2,True,0.5196258090102638,False
455,455,prior_low,I have to notify the caption operator that the alternate script page is available in the shared folder.,-3.875,5.625,2,True,0.5196258090102638,False
455,455,prior_mid,I need to convey to the caption operator that the alternate script page is in the shared folder.,-3.0,6.0,2,True,0.5196258090102638,False
455,455,prior_high,I have to tell the caption operator that the alternate script page is accessible from the shared folder.,-2.5,4.75,2,True,0.5196258090102638,False
455,455,pdp,I have to notify the caption operator that the alternate script page is available in the shared folder.,-3.875,5.625,2,True,0.5196258090102638,False
455,455,context_link,"Given the caption operator is captioning a live talk, I need to consider how to communicate the information without interrupting their work.",,6.75,2,True,0.5196258090102638,False
455,455,joint,PDP + CKL,,7.0,2,True,0.5196258090102638,False
456,456,original,while the service warranty asks me to keep the original thermal receipt.,0.625,2.5,2,True,0.5521703274503623,True
456,456,common_control,the service warranty wants me to retain the original thermal receipt,0.875,2.25,2,True,0.5521703274503623,True
456,456,prior_low,the service warranty asks me to hold onto the original thermal receipt,0.875,1.875,2,True,0.5521703274503623,True
456,456,prior_mid,the service warranty specifies that I should keep the original thermal receipt,1.125,0.875,2,True,0.5521703274503623,True
456,456,prior_high,the service warranty stipulates that I keep the original thermal receipt,1.375,1.125,2,True,0.5521703274503623,True
456,456,pdp,the service warranty asks me to hold onto the original thermal receipt,0.875,1.875,2,True,0.5521703274503623,True
456,456,context_link,This indicates that I must balance accounting needs with warranty requirements.,,3.125,2,True,0.5521703274503623,True
456,456,joint,PDP + CKL,,2.25,2,True,0.5521703274503623,True
458,458,original,The storage label must be tied to the garment bag before the closet scan.,-5.75,6.625,2,True,0.15874854378502132,False
458,458,common_control,Tie the storage label to the garment bag before scanning it.,-6.125,5.75,2,True,0.15874854378502132,False
458,458,prior_low,Make sure the label is tied to the garment bag before scanning it.,-7.25,6.5,2,True,0.15874854378502132,False
458,458,prior_mid,Tie the label to the garment bag before putting it in the closet.,-5.625,6.25,2,True,0.15874854378502132,False
458,458,prior_high,"Before scanning, attach the label to the garment bag.",-3.25,4.125,2,True,0.15874854378502132,False
458,458,pdp,Make sure the label is tied to the garment bag before scanning it.,-7.25,6.5,2,True,0.15874854378502132,False
458,458,context_link,This means you should bring the garment bag with the label attached to the closet.,,8.0,2,True,0.15874854378502132,False
458,458,joint,PDP + CKL,,7.75,2,True,0.15874854378502132,False
466,466,original,The technician is at the lot to capture the fault while switching from regen to throttle.,-0.625,-0.5,2,False,0.4021986501449432,False
466,466,common_control,The technician has arrived to identify the problem as the motorcycle shifts from regenerative braking to throttle mode.,-0.75,-1.125,2,False,0.4021986501449432,False
466,466,prior_low,The technician is on site to diagnose the issue as the motorcycle transitions from regenerative braking to throttle control.,-1.375,-1.0,2,False,0.4021986501449432,False
466,466,prior_mid,The technician is there to identify the problem as the motorcycle shifts from regen to throttle.,-1.0,-0.75,2,False,0.4021986501449432,False
466,466,prior_high,The technician has arrived at the lot to diagnose the issue while the motorcycle is switching from regenerative braking to throttle control.,-0.125,-1.125,2,False,0.4021986501449432,False
466,466,pdp,The technician is on location to capture the fault as the motorcycle transitions from regen to throttle.,-1.375,0.25,1,True,0.4021986501449432,False
466,466,context_link,"This indicates the technician's role in capturing the fault during the motorcycle's transition from regen to throttle, which informs the decision about how to proceed with the test.",,0.5,1,True,0.4021986501449432,False
466,466,joint,PDP + CKL,,0.75,1,True,0.4021986501449432,False
485,485,original,I am returning a medicine cooler to the clinic.,-0.625,6.75,1,True,0.18809573160219528,False
485,485,common_control,I am handing back a medicine container to the clinic.,-0.0,5.5,1,True,0.18809573160219528,False
485,485,prior_low,I am bringing a medicine container back to the clinic.,-0.625,5.375,1,True,0.18809573160219528,False
485,485,prior_mid,I am returning a medicine container to the clinic.,-0.5,5.5,1,True,0.18809573160219528,False
485,485,prior_high,I need to bring a medicine container back to the clinic.,0.125,5.5,1,True,0.18809573160219528,False
485,485,pdp,I am bringing a medicine container back to the clinic.,-0.625,5.375,1,True,0.18809573160219528,False
485,485,context_link,"This shortcut cue indicates that the cooler needs to be returned to the clinic, where the nurse's instructions regarding its disposal will be clarified.",,5.625,1,True,0.18809573160219528,False
485,485,joint,PDP + CKL,,4.75,1,True,0.18809573160219528,False
494,494,original,The field officer is at the shed apron to read the serial plate on the tractor frame before disbursement.,-2.25,2.5,2,True,0.4579740113997576,False
494,494,common_control,The field officer is currently at the shed apron to check the tractor's serial plate.,-2.25,2.25,2,True,0.4579740113997576,False
494,494,prior_low,The field officer has arrived at the shed apron to inspect the tractor's serial number.,-3.125,2.625,2,True,0.4579740113997576,False
494,494,prior_mid,The field officer is present at the shed apron to read the tractor's serial plate.,-2.75,2.875,2,True,0.4579740113997576,False
494,494,prior_high,The field officer is at the shed apron to look up the tractor's serial number.,-1.875,1.875,2,True,0.4579740113997576,False
494,494,pdp,The field officer has arrived at the shed apron to inspect the tractor's serial number.,-3.125,2.625,2,True,0.4579740113997576,False
494,494,context_link,The field officer's presence at the shed apron serves as a cue that the tractor's serial number needs to be verified before disbursement.,,2.875,2,True,0.4579740113997576,False
494,494,joint,PDP + CKL,,2.625,2,True,0.4579740113997576,False
497,497,original,I am cleaning out a device drawer.,-2.0,8.625,2,True,0.2541965906955681,False
497,497,common_control,I'm clearing the device storage area.,-1.75,7.875,2,True,0.2541965906955681,False
497,497,prior_low,I'm cleaning out the device storage compartment.,-3.125,8.5,2,True,0.2541965906955681,False
497,497,prior_mid,I'm clearing out the device drawer.,-1.25,8.5,2,True,0.2541965906955681,False
497,497,prior_high,I'm disposing of the items in the device drawer.,-0.625,8.0,2,True,0.2541965906955681,False
497,497,pdp,I'm cleaning out the device storage compartment.,-3.125,8.5,2,True,0.2541965906955681,False
497,497,context_link,This process should be aligned with the need to recycle used batteries.,,8.5,2,True,0.2541965906955681,False
497,497,joint,PDP + CKL,,7.75,2,True,0.2541965906955681,False
